meddra_code	umls_concept_id	concept_name	child_query_id	child_query_level	mesh_unique_id	mesh_term
10018018	C0851385	Gastrointestinal tract disorders congenital	10002120	2	D001006	"Anus, Imperforate"
10018018	C0851385	Gastrointestinal tract disorders congenital	10037621	2	D011707	Pyloric Stenosis
10018018	C0851385	Gastrointestinal tract disorders congenital	10010539	2	D006627	Hirschsprung Disease
10018018	C0851385	Gastrointestinal tract disorders congenital	10010626	2	C538260	Atresia of small intestine
10018018	C0851385	Gastrointestinal tract disorders congenital	10013812	2	C535720	Familial duodenal atresia
10018018	C0851385	Gastrointestinal tract disorders congenital	10034764	2	D010580	Peutz-Jeghers Syndrome
10018018	C0851385	Gastrointestinal tract disorders congenital	10056981	2	D011125	Adenomatous Polyposis Coli
10018018	C0851385	Gastrointestinal tract disorders congenital	10062022	2	D007409	Intestinal Atresia
10018018	C0851385	Gastrointestinal tract disorders congenital	10063042	2	D055653	Muir-Torre Syndrome
10018018	C0851385	Gastrointestinal tract disorders congenital	10064024	2	C562456	Volvulus Of Midgut
10018018	C0851385	Gastrointestinal tract disorders congenital	10068494	2	C537470	Microvillus inclusion disease
10018018	C0851385	Gastrointestinal tract disorders congenital	10073456	2	C562563	Microcolon
10018018	C0851385	Gastrointestinal tract disorders congenital	10010658	2	D006554	"Hernia, Umbilical"
10018018	C0851385	Gastrointestinal tract disorders congenital	10018046	2	D020139	Gastroschisis
10018018	C0851385	Gastrointestinal tract disorders congenital	10028210	2	C562441	"Intestinal Atresia, Multiple"
10018018	C0851385	Gastrointestinal tract disorders congenital	10051025	2	D011535	Prune Belly Syndrome
10018018	C0851385	Gastrointestinal tract disorders congenital	10064596	2	C536138	Megacystis microcolon intestinal hypoperistalsis syndrome
10018018	C0851385	Gastrointestinal tract disorders congenital	10021530	2	D004933	Esophageal Atresia
10018018	C0851385	Gastrointestinal tract disorders congenital	10079063	2	D004934	Esophageal Cyst
10018018	C0851385	Gastrointestinal tract disorders congenital	10061070	2	D009056	Mouth Abnormalities
10018018	C0851385	Gastrointestinal tract disorders congenital	10009269	2	D002972	Cleft Palate
10018018	C0851385	Gastrointestinal tract disorders congenital	10011766	2	D003550	Cystic Fibrosis
10018018	C0851385	Gastrointestinal tract disorders congenital	10056976	2	C537262	Hereditary pancreatitis
10018018	C0851385	Gastrointestinal tract disorders congenital	10067940	2	C537330	Shwachman syndrome
10018018	C0851385	Gastrointestinal tract disorders congenital	10071757	2	C536376	Annular pancreas
10018018	C0851385	Gastrointestinal tract disorders congenital	10074947	2	C535880	Johanson Blizzard syndrome
10018018	C0851385	Gastrointestinal tract disorders congenital	10025391	2	C531735	Congenital macroglossia
10018018	C0851385	Gastrointestinal tract disorders congenital	10027542	2	D014060	Tongue Diseases
10018018	C0851385	Gastrointestinal tract disorders congenital	10049244	2	D000072676	Ankyloglossia
10018018	C0851385	Gastrointestinal tract disorders congenital	10002583	2	D000848	Anodontia
10018027	C0858346	Gastrointestinal ulcer perforation	10034371	1	D010439	Peptic Ulcer Perforation
10018031	C0851471	Gastrointestinal vascular conditions	10030209	1	D004932	Esophageal and Gastric Varices
10018307	C0851409	Glaucoma and ocular hypertension	10018325	1	D006871	Hydrophthalmos
10018424	C0851431	Glucose metabolism disorders (incl diabetes mellitus)	10012601	2	D003920	Diabetes Mellitus
10018424	C0851431	Glucose metabolism disorders (incl diabetes mellitus)	10018209	2	D016640	"Diabetes, Gestational"
10018424	C0851431	Glucose metabolism disorders (incl diabetes mellitus)	10023392	2	D003922	"Diabetes Mellitus, Type 1"
10018424	C0851431	Glucose metabolism disorders (incl diabetes mellitus)	10053547	2	D052497	"Lipodystrophy, Congenital Generalized"
10018424	C0851431	Glucose metabolism disorders (incl diabetes mellitus)	10066389	2	D000071698	Latent Autoimmune Diabetes in Adults
10018424	C0851431	Glucose metabolism disorders (incl diabetes mellitus)	10067585	2	D003924	"Diabetes Mellitus, Type 2"
10018424	C0851431	Glucose metabolism disorders (incl diabetes mellitus)	10078338	2	D014929	Wolfram Syndrome
10018424	C0851431	Glucose metabolism disorders (incl diabetes mellitus)	10018429	2	D018149	Glucose Intolerance
10018424	C0851431	Glucose metabolism disorders (incl diabetes mellitus)	10020635	2	D006943	Hyperglycemia
10018424	C0851431	Glucose metabolism disorders (incl diabetes mellitus)	10022489	2	D007333	Insulin Resistance
10018424	C0851431	Glucose metabolism disorders (incl diabetes mellitus)	10067378	2	C537629	HAIR-AN syndrome
10018424	C0851431	Glucose metabolism disorders (incl diabetes mellitus)	10020993	2	D007003	Hypoglycemia
10018424	C0851431	Glucose metabolism disorders (incl diabetes mellitus)	10060378	2	D006946	Hyperinsulinism
10018424	C0851431	Glucose metabolism disorders (incl diabetes mellitus)	10080024	2	D046768	Nesidioblastosis
10018849	C0947743	Haematological disorders NEC	10018847	1	D006402	Hematologic Diseases
10018911	C0851414	Haemolyses and related conditions	10009868	2	D000744	"Anemia, Hemolytic, Autoimmune"
10018911	C0851414	Haemolyses and related conditions	10053873	2	C536380	Evans Syndrome
10018911	C0851414	Haemolyses and related conditions	10066181	2	D065227	Transfusion Reaction
10018911	C0851414	Haemolyses and related conditions	10015251	2	D004899	"Erythroblastosis, Fetal"
10018911	C0851414	Haemolyses and related conditions	10018932	2	D006463	Hemolytic-Uremic Syndrome
10018911	C0851414	Haemolyses and related conditions	10027527	2	D000743	"Anemia, Hemolytic"
10018911	C0851414	Haemolyses and related conditions	10079840	2	D065766	Atypical Hemolytic Uremic Syndrome
10018911	C0851414	Haemolyses and related conditions	10034042	2	D006457	"Hemoglobinuria, Paroxysmal"
10018911	C0851414	Haemolyses and related conditions	10049009	2	D006971	Hypersplenism
10018911	C0851414	Haemolyses and related conditions	10060893	2	D000745	"Anemia, Hemolytic, Congenital"
10018911	C0851414	Haemolyses and related conditions	10015871	2	D006461	Hemolysis
10018911	C0851414	Haemolyses and related conditions	10018906	2	D006456	Hemoglobinuria
10018911	C0851414	Haemolyses and related conditions	10020578	2	D006932	Hyperbilirubinemia
10018911	C0851414	Haemolyses and related conditions	10023126	2	D007565	Jaundice
10018911	C0851414	Haemolyses and related conditions	10023128	2	C536356	"Anemia, hereditary spherocytic hemolytic"
10018911	C0851414	Haemolyses and related conditions	10023138	2	D007567	"Jaundice, Neonatal"
10018911	C0851414	Haemolyses and related conditions	10014490	2	D004612	"Elliptocytosis, Hereditary"
10018911	C0851414	Haemolyses and related conditions	10018444	2	D005955	Glucosephosphate Dehydrogenase Deficiency
10018911	C0851414	Haemolyses and related conditions	10019904	2	D013103	"Spherocytosis, Hereditary"
10018911	C0851414	Haemolyses and related conditions	10079364	2	C536835	Glutathione synthetase deficiency
10018911	C0851414	Haemolyses and related conditions	10081505	2	D054546	Neuroacanthocytosis
10019280	C0018801	Heart failure	10019280	0	D006333	Heart Failure
10019654	C0947747	Hepatic and hepatobiliary disorders	10008635	2	D002779	Cholestasis
10019654	C0947747	Hepatic and hepatobiliary disorders	10020578	2	D006932	Hyperbilirubinemia
10019654	C0947747	Hepatic and hepatobiliary disorders	10020580	2	D051556	"Hyperbilirubinemia, Neonatal"
10019654	C0947747	Hepatic and hepatobiliary disorders	10023126	2	D007565	Jaundice
10019654	C0947747	Hepatic and hepatobiliary disorders	10023128	2	C536356	"Anemia, hereditary spherocytic hemolytic"
10019654	C0947747	Hepatic and hepatobiliary disorders	10023129	2	D041781	"Jaundice, Obstructive"
10019654	C0947747	Hepatic and hepatobiliary disorders	10023138	2	D007567	"Jaundice, Neonatal"
10019654	C0947747	Hepatic and hepatobiliary disorders	10023376	2	D007647	Kernicterus
10019654	C0947747	Hepatic and hepatobiliary disorders	10049055	2	C535932	Intrahepatic Cholestasis of Pregnancy
10019654	C0947747	Hepatic and hepatobiliary disorders	10057229	2	D017562	Postcholecystectomy Syndrome
10019654	C0947747	Hepatic and hepatobiliary disorders	10081684	2	C537934	Finnish lethal neonatal metabolic syndrome
10019654	C0947747	Hepatic and hepatobiliary disorders	10011386	2	D003414	Crigler-Najjar Syndrome
10019654	C0947747	Hepatic and hepatobiliary disorders	10019670	2	D008107	Liver Diseases
10019654	C0947747	Hepatic and hepatobiliary disorders	10020575	2	D022124	Hyperammonemia
10019654	C0947747	Hepatic and hepatobiliary disorders	10020942	2	D034141	Hypoalbuminemia
10019654	C0947747	Hepatic and hepatobiliary disorders	10021083	2	D007019	Hypoproteinemia
10019654	C0947747	Hepatic and hepatobiliary disorders	10049058	2	D017359	HELLP Syndrome
10019654	C0947747	Hepatic and hepatobiliary disorders	10000804	2	D017114	"Liver Failure, Acute"
10019654	C0947747	Hepatic and hepatobiliary disorders	10003547	2	D020820	Dyskinesias
10019654	C0947747	Hepatic and hepatobiliary disorders	10010075	2	D006501	Hepatic Encephalopathy
10019654	C0947747	Hepatic and hepatobiliary disorders	10019663	2	D017093	Liver Failure
10019654	C0947747	Hepatic and hepatobiliary disorders	10019845	2	D006530	Hepatorenal Syndrome
10019654	C0947747	Hepatic and hepatobiliary disorders	10057573	2	D058625	End Stage Liver Disease
10019654	C0947747	Hepatic and hepatobiliary disorders	10077305	2	D065290	Acute-On-Chronic Liver Failure
10019654	C0947747	Hepatic and hepatobiliary disorders	10004659	2	D008105	"Liver Cirrhosis, Biliary"
10019654	C0947747	Hepatic and hepatobiliary disorders	10009208	2	D008104	"Liver Cirrhosis, Alcoholic"
10019654	C0947747	Hepatic and hepatobiliary disorders	10019641	2	D008103	Liver Cirrhosis
10019654	C0947747	Hepatic and hepatobiliary disorders	10053249	2	D006011	Glycogen Storage Disease Type IV
10019654	C0947747	Hepatic and hepatobiliary disorders	10056533	2	C562378	"Hepatic Fibrosis, Congenital"
10019654	C0947747	Hepatic and hepatobiliary disorders	10063075	2	C562577	"Cirrhosis, Cryptogenic"
10019654	C0947747	Hepatic and hepatobiliary disorders	10003971	2	D016917	"Angiomatosis, Bacillary"
10019654	C0947747	Hepatic and hepatobiliary disorders	10009344	2	D003003	Clonorchiasis
10019654	C0947747	Hepatic and hepatobiliary disorders	10016234	2	D005211	Fascioliasis
10019654	C0947747	Hepatic and hepatobiliary disorders	10019659	2	D004444	"Echinococcosis, Hepatic"
10019654	C0947747	Hepatic and hepatobiliary disorders	10024652	2	D008100	Liver Abscess
10019654	C0947747	Hepatic and hepatobiliary disorders	10030897	2	D009889	Opisthorchiasis
10019654	C0947747	Hepatic and hepatobiliary disorders	10058120	2	D014386	"Tuberculosis, Hepatic"
10019654	C0947747	Hepatic and hepatobiliary disorders	10063741	2	D008101	"Liver Abscess, Amebic"
10019811	C0854196	Hepatobiliary neoplasm	10008592	2	D002759	"Adenoma, Bile Duct"
10019811	C0854196	Hepatobiliary neoplasm	10019629	2	D018248	"Adenoma, Liver Cell"
10019811	C0854196	Hepatobiliary neoplasm	10052285	2	D020518	Focal Nodular Hyperplasia
10019811	C0854196	Hepatobiliary neoplasm	10004668	2	D001661	Biliary Tract Neoplasms
10019811	C0854196	Hepatobiliary neoplasm	10019695	2	D008113	Liver Neoplasms
10019811	C0854196	Hepatobiliary neoplasm	10073072	2	D005706	Gallbladder Neoplasms
10019811	C0854196	Hepatobiliary neoplasm	10004593	2	D001650	Bile Duct Neoplasms
10019811	C0854196	Hepatobiliary neoplasm	10008593	2	D018281	Cholangiocarcinoma
10019811	C0854196	Hepatobiliary neoplasm	10062001	2	D018197	Hepatoblastoma
10019811	C0854196	Hepatobiliary neoplasm	10073071	2	D006528	"Carcinoma, Hepatocellular"
10021460	C0021051	Immunologic Deficiency Syndromes	10021460	0	D007153	Immunologic Deficiency Syndromes
10021563	C0868740	Impulse control disorder NEC (disorder) in SNOMEDCT_US_2016_03_01	10021562	1	D007174	"Disruptive, Impulse Control, and Conduct Disorders"
10021666	C0876965	Increased intracranial pressure and hydrocephalus	10010506	2	D006849	Hydrocephalus
10021666	C0876965	Increased intracranial pressure and hydrocephalus	10029773	2	D006850	"Hydrocephalus, Normal Pressure"
10021666	C0876965	Increased intracranial pressure and hydrocephalus	10048411	2	D003616	Dandy-Walker Syndrome
10021666	C0876965	Increased intracranial pressure and hydrocephalus	10022773	2	D019586	Intracranial Hypertension
10021666	C0876965	Increased intracranial pressure and hydrocephalus	10033712	2	D010211	Papilledema
10021666	C0876965	Increased intracranial pressure and hydrocephalus	10048962	2	D001929	Brain Edema
10021666	C0876965	Increased intracranial pressure and hydrocephalus	10078904	2	D011559	Pseudotumor Cerebri
10021877	C0851410	"Ocular infections, irritations and inflammations"	10010741	2	D003231	Conjunctivitis
10021877	C0851410	"Ocular infections, irritations and inflammations"	10010744	2	D003233	"Conjunctivitis, Allergic"
10021877	C0851410	"Ocular infections, irritations and inflammations"	10010745	2	D003235	"Conjunctivitis, Inclusion"
10021877	C0851410	"Ocular infections, irritations and inflammations"	10010749	2	D009878	Ophthalmia Neonatorum
10021877	C0851410	"Ocular infections, irritations and inflammations"	10010755	2	D003236	"Conjunctivitis, Viral"
10021877	C0851410	"Ocular infections, irritations and inflammations"	10048908	2	D006255	"Rhinitis, Allergic, Seasonal"
10021877	C0851410	"Ocular infections, irritations and inflammations"	10061784	2	D003234	"Conjunctivitis, Bacterial"
10021877	C0851410	"Ocular infections, irritations and inflammations"	10067817	2	D003232	"Conjunctivitis, Acute Hemorrhagic"
10021877	C0851410	"Ocular infections, irritations and inflammations"	10071570	2	C566897	"Plasminogen Deficiency, Type I"
10021877	C0851410	"Ocular infections, irritations and inflammations"	10011033	2	D015715	Corneal Edema
10021877	C0851410	"Ocular infections, irritations and inflammations"	10023332	2	D007634	Keratitis
10021877	C0851410	"Ocular infections, irritations and inflammations"	10064996	2	D003320	Corneal Ulcer
10021877	C0851410	"Ocular infections, irritations and inflammations"	10069408	2	D015823	Acanthamoeba Keratitis
10021877	C0851410	"Ocular infections, irritations and inflammations"	10019370	2	D014608	Uveoparotid Fever
10021877	C0851410	"Ocular infections, irritations and inflammations"	10022941	2	D015863	Iridocyclitis
10021877	C0851410	"Ocular infections, irritations and inflammations"	10022955	2	D007500	Iritis
10021877	C0851410	"Ocular infections, irritations and inflammations"	10042742	2	D009879	"Ophthalmia, Sympathetic"
10021877	C0851410	"Ocular infections, irritations and inflammations"	10046851	2	D014605	Uveitis
10021877	C0851410	"Ocular infections, irritations and inflammations"	10056667	2	D055952	Cogan Syndrome
10021879	C0851439	Infections - pathogen unspecified	10014013	1	D010031	Otitis
10021879	C0851439	Infections - pathogen unspecified	10046309	1	D012141	Respiratory Tract Infections
10021879	C0851439	Infections - pathogen unspecified	10046577	1	D014552	Urinary Tract Infections
10022396	C0851558	Inner ear and VIIIth cranial nerve disorders	10047408	1	D000160	Vestibulocochlear Nerve Diseases
10024967	C0851573	Lower respiratory tract disorders (excl obstruction and infection)	10037424	1	D011654	Pulmonary Edema
10025231	C0920348	Lymphatic Vessel Diseases	10025221	1	D008206	Lymphatic Diseases
10025231	C0920348	Lymphatic Vessel Diseases	10052790	1	D008209	Lymphedema
10025477	C0851559	Malabsorption conditions	10025480	1	D008286	Malabsorption Syndromes
10025518	C0851527	Male reproductive tract infections and inflammations	10061234	2	D014389	"Tuberculosis, Male Genital"
10025518	C0851527	Male reproductive tract infections and inflammations	10036978	2	D011472	Prostatitis
10025518	C0851527	Male reproductive tract infections and inflammations	10015000	2	D004823	Epididymitis
10025518	C0851527	Male reproductive tract infections and inflammations	10031064	2	D009920	Orchitis
10026906	C0851394	Maternal complications of labour and delivery	10036595	2	D047928	Premature Birth
10026906	C0851394	Maternal complications of labour and delivery	10036600	2	D007752	"Obstetric Labor, Premature"
10026906	C0851394	Maternal complications of labour and delivery	10036603	2	D005322	"Fetal Membranes, Premature Rupture"
10026906	C0851394	Maternal complications of labour and delivery	10036877	2	D011273	"Pregnancy, Prolonged"
10026906	C0851394	Maternal complications of labour and delivery	10000153	2	D004420	Dystocia
10026906	C0851394	Maternal complications of labour and delivery	10008020	2	D052178	Cephalopelvic Disproportion
10026906	C0851394	Maternal complications of labour and delivery	10061050	2	D007744	Obstetric Labor Complications
10026908	C0851401	Maternal complications of pregnancy	10036608	2	D000037	Abruptio Placentae
10026908	C0851401	Maternal complications of pregnancy	10014129	2	D004461	Eclampsia
10026908	C0851401	Maternal complications of pregnancy	10036485	2	D011225	Pre-Eclampsia
10026908	C0851401	Maternal complications of pregnancy	10049058	2	D017359	HELLP Syndrome
10026908	C0851401	Maternal complications of pregnancy	10070538	2	D046110	"Hypertension, Pregnancy-Induced"
10026908	C0851401	Maternal complications of pregnancy	10000746	2	C537957	Acute fatty liver of pregnancy
10026908	C0851401	Maternal complications of pregnancy	10008267	2	D002581	Uterine Cervical Incompetence
10026908	C0851401	Maternal complications of pregnancy	10014166	2	D011271	"Pregnancy, Ectopic"
10026908	C0851401	Maternal complications of pregnancy	10019939	2	D006559	Pemphigoid Gestationis
10026908	C0851401	Maternal complications of pregnancy	10020614	2	D006939	Hyperemesis Gravidarum
10026908	C0851401	Maternal complications of pregnancy	10027975	2	D048968	Morning Sickness
10026908	C0851401	Maternal complications of pregnancy	10046820	2	D014597	Uterine Rupture
10026908	C0851401	Maternal complications of pregnancy	10061452	2	D011248	Pregnancy Complications
10026908	C0851401	Maternal complications of pregnancy	10064228	2	D063192	"Pregnancy, Heterotopic"
10026908	C0851401	Maternal complications of pregnancy	10066100	2	C535817	Pruritic urticarial papules plaques of pregnancy
10026908	C0851401	Maternal complications of pregnancy	10073024	2	C563032	Preterm Premature Rupture of the Membranes
10026908	C0851401	Maternal complications of pregnancy	10002817	2	D016736	Antiphospholipid Syndrome
10026908	C0851401	Maternal complications of pregnancy	10018209	2	D016640	"Diabetes, Gestational"
10026908	C0851401	Maternal complications of pregnancy	10049055	2	C535932	Intrahepatic Cholestasis of Pregnancy
10027584	C0851560	Middle ear disorders (excl congenital)	10045210	2	D018058	Tympanic Membrane Perforation
10027584	C0851560	Middle ear disorders (excl congenital)	10045218	2	D063371	Myringosclerosis
10027584	C0851560	Middle ear disorders (excl congenital)	10026900	2	D008417	Mastoiditis
10027584	C0851560	Middle ear disorders (excl congenital)	10033078	2	D010033	Otitis Media
10027584	C0851560	Middle ear disorders (excl congenital)	10034762	2	D059270	Petrositis
10027584	C0851560	Middle ear disorders (excl congenital)	10033103	2	D010040	Otosclerosis
10027584	C0851560	Middle ear disorders (excl congenital)	10062545	2	D010034	Otitis Media with Effusion
10027584	C0851560	Middle ear disorders (excl congenital)	10069919	2	D043604	Glomus Tympanicum Tumor
10027665	C0947760	Immune disorders NEC	10002023	1	D000686	Amyloidosis
10027665	C0947760	Immune disorders NEC	10047112	1	D014657	Vasculitis
10027665	C0947760	Immune disorders NEC	10052779	1	D006084	Graft Rejection
10027667	C0947777	Aural disorders NEC	10008642	2	D002781	Cholesteatoma
10027667	C0947777	Aural disorders NEC	10014004	2	D004427	Ear Diseases
10027667	C0947777	Aural disorders NEC	10014011	2	D010031	Otitis
10027667	C0947777	Aural disorders NEC	10014020	2	D004433	Earache
10027667	C0947777	Aural disorders NEC	10054956	2	D012001	Hyperacusis
10027667	C0947777	Aural disorders NEC	10055016	2	D004428	Ear Neoplasms
10027946	C0851539	Mood disorders and disturbances NEC	10002368	2	D000786	Anger
10027946	C0851539	Mood disorders and disturbances NEC	10011469	2	D003448	Crying
10027946	C0851539	Mood disorders and disturbances NEC	10015535	2	D005059	Euphoria
10027946	C0851539	Mood disorders and disturbances NEC	10022998	2	D007508	Irritable Mood
10027946	C0851539	Mood disorders and disturbances NEC	10036618	2	D011293	Premenstrual Syndrome
10027946	C0851539	Mood disorders and disturbances NEC	10051537	2	D065446	Premenstrual Dysphoric Disorder
10027946	C0851539	Mood disorders and disturbances NEC	10077719	2	D000342	Affective Symptoms
10027946	C0851539	Mood disorders and disturbances NEC	10001443	2	D019964	Mood Disorders
10027946	C0851539	Mood disorders and disturbances NEC	10002942	2	D057565	Apathy
10027946	C0851539	Mood disorders and disturbances NEC	10024264	2	D053609	Lethargy
10027946	C0851539	Mood disorders and disturbances NEC	10039775	2	D016574	Seasonal Affective Disorder
10027946	C0851539	Mood disorders and disturbances NEC	10048909	2	D001887	Boredom
10028037	C0851457	Movement disorders (incl parkinsonism)	10008752	1	D002819	Chorea
10028037	C0851457	Movement disorders (incl parkinsonism)	10013985	1	D004421	Dystonia
10028302	C0026848	Myopathy	10028302	0	D009135	Muscular Diseases
10028377	C0851529	Musculoskeletal and connective tissue deformities (incl intervertebral disc disorders)	10001524	2	D000387	Ainhum
10028377	C0851529	Musculoskeletal and connective tissue deformities (incl intervertebral disc disorders)	10051452	2	D007715	Klippel-Trenaunay-Weber Syndrome
10028377	C0851529	Musculoskeletal and connective tissue deformities (incl intervertebral disc disorders)	10057689	2	D037801	Hammer Toe Syndrome
10028377	C0851529	Musculoskeletal and connective tissue deformities (incl intervertebral disc disorders)	10061159	2	D005530	Foot Deformities
10028377	C0851529	Musculoskeletal and connective tissue deformities (incl intervertebral disc disorders)	10061194	2	D006226	Hand Deformities
10028377	C0851529	Musculoskeletal and connective tissue deformities (incl intervertebral disc disorders)	10072255	2	C536237	Blount disease
10028377	C0851529	Musculoskeletal and connective tissue deformities (incl intervertebral disc disorders)	10075554	2	D013341	Sturge-Weber Syndrome
10028377	C0851529	Musculoskeletal and connective tissue deformities (incl intervertebral disc disorders)	10023509	2	D007738	Kyphosis
10028377	C0851529	Musculoskeletal and connective tissue deformities (incl intervertebral disc disorders)	10024842	2	D008141	Lordosis
10028377	C0851529	Musculoskeletal and connective tissue deformities (incl intervertebral disc disorders)	10039722	2	D012600	Scoliosis
10028377	C0851529	Musculoskeletal and connective tissue deformities (incl intervertebral disc disorders)	10052013	2	D013169	Spondylolysis
10028377	C0851529	Musculoskeletal and connective tissue deformities (incl intervertebral disc disorders)	10063550	2	D013168	Spondylolisthesis
10028377	C0851529	Musculoskeletal and connective tissue deformities (incl intervertebral disc disorders)	10022636	2	D007405	Intervertebral Disc Displacement
10028377	C0851529	Musculoskeletal and connective tissue deformities (incl intervertebral disc disorders)	10039674	2	D012585	Sciatica
10028377	C0851529	Musculoskeletal and connective tissue deformities (incl intervertebral disc disorders)	10061246	2	D055959	Intervertebral Disc Degeneration
10028377	C0851529	Musculoskeletal and connective tissue deformities (incl intervertebral disc disorders)	10061521	2	C535531	Intervertebral disc disease
10028377	C0851529	Musculoskeletal and connective tissue deformities (incl intervertebral disc disorders)	10050361	2	D054877	Wolf-Hirschhorn Syndrome
10028377	C0851529	Musculoskeletal and connective tissue deformities (incl intervertebral disc disorders)	10051481	2	D011378	Prognathism
10028377	C0851529	Musculoskeletal and connective tissue deformities (incl intervertebral disc disorders)	10051821	2	D063173	Retrognathia
10028377	C0851529	Musculoskeletal and connective tissue deformities (incl intervertebral disc disorders)	10068737	2	D005146	Facial Asymmetry
10028396	C0851566	Musculoskeletal and connective tissue disorders congenital	10014316	2	D004535	Ehlers-Danlos Syndrome
10028396	C0851566	Musculoskeletal and connective tissue disorders congenital	10037150	2	D011561	Pseudoxanthoma Elasticum
10028396	C0851566	Musculoskeletal and connective tissue disorders congenital	10057887	2	C536397	Neonatal Systemic lupus erythematosus
10028396	C0851566	Musculoskeletal and connective tissue disorders congenital	10080250	2	C565942	Arterial Tortuosity Syndrome
10028396	C0851566	Musculoskeletal and connective tissue disorders congenital	10081284	2	D055947	Loeys-Dietz Syndrome
10028396	C0851566	Musculoskeletal and connective tissue disorders congenital	10006164	2	D001935	Branchioma
10028396	C0851566	Musculoskeletal and connective tissue disorders congenital	10009259	2	D002971	Cleft Lip
10028396	C0851566	Musculoskeletal and connective tissue disorders congenital	10020771	2	D006972	Hypertelorism
10028396	C0851566	Musculoskeletal and connective tissue disorders congenital	10025395	2	D008265	Macrostomia
10028396	C0851566	Musculoskeletal and connective tissue disorders congenital	10027543	2	D008844	Micrognathism
10028396	C0851566	Musculoskeletal and connective tissue disorders congenital	10027553	2	D008865	Microstomia
10028396	C0851566	Musculoskeletal and connective tissue disorders congenital	10035009	2	D010855	Pierre Robin Syndrome
10028396	C0851566	Musculoskeletal and connective tissue disorders congenital	10039281	2	D012415	Rubinstein-Taybi Syndrome
10028396	C0851566	Musculoskeletal and connective tissue disorders congenital	10051456	2	D008342	Mandibulofacial Dysostosis
10028396	C0851566	Musculoskeletal and connective tissue disorders congenital	10057648	2	C562573	Cyclopia
10028396	C0851566	Musculoskeletal and connective tissue disorders congenital	10058118	2	C562503	Otocephaly
10028396	C0851566	Musculoskeletal and connective tissue disorders congenital	10066430	2	D004062	DiGeorge Syndrome
10028396	C0851566	Musculoskeletal and connective tissue disorders congenital	10067857	2	D049932	Nijmegen Breakage Syndrome
10028396	C0851566	Musculoskeletal and connective tissue disorders congenital	10070535	2	D002636	Cherubism
10028396	C0851566	Musculoskeletal and connective tissue disorders congenital	10075843	2	C536036	"Maxillonasal dysplasia, Binder type"
10028396	C0851566	Musculoskeletal and connective tissue disorders congenital	10075994	2	D002973	Cleidocranial Dysplasia
10028396	C0851566	Musculoskeletal and connective tissue disorders congenital	10079435	2	C538387	Hypertelorism with esophageal abnormality and hypospadias
10028396	C0851566	Musculoskeletal and connective tissue disorders congenital	10007700	2	C562398	Madelung Deformity
10028396	C0851566	Musculoskeletal and connective tissue disorders congenital	10020967	2	C562937	Hypochondroplasia
10028396	C0851566	Musculoskeletal and connective tissue disorders congenital	10024500	2	D017880	"Limb Deformities, Congenital"
10028396	C0851566	Musculoskeletal and connective tissue disorders congenital	10025386	2	C562546	Megalodactyly
10028396	C0851566	Musculoskeletal and connective tissue disorders congenital	10026829	2	D008382	Marfan Syndrome
10028396	C0851566	Musculoskeletal and connective tissue disorders congenital	10027489	2	D050488	Hallux Varus
10028396	C0851566	Musculoskeletal and connective tissue disorders congenital	10036007	2	D011045	Poland Syndrome
10028396	C0851566	Musculoskeletal and connective tissue disorders congenital	10036063	2	D017689	Polydactyly
10028396	C0851566	Musculoskeletal and connective tissue disorders congenital	10037798	2	C562408	Radioulnar Synostosis
10028396	C0851566	Musculoskeletal and connective tissue disorders congenital	10042778	2	D013576	Syndactyly
10028396	C0851566	Musculoskeletal and connective tissue disorders congenital	10043101	2	D000070558	Talipes
10028396	C0851566	Musculoskeletal and connective tissue disorders congenital	10057620	2	D020512	"Myopathy, Central Core"
10028396	C0851566	Musculoskeletal and connective tissue disorders congenital	10062332	2	D005532	"Foot Deformities, Congenital"
10028396	C0851566	Musculoskeletal and connective tissue disorders congenital	10062335	2	D006228	"Hand Deformities, Congenital"
10028396	C0851566	Musculoskeletal and connective tissue disorders congenital	10063847	2	D054119	Arachnodactyly
10028396	C0851566	Musculoskeletal and connective tissue disorders congenital	10064100	2	D000652	Amniotic Band Syndrome
10028396	C0851566	Musculoskeletal and connective tissue disorders congenital	10064568	2	D056587	Cryopyrin-Associated Periodic Syndromes
10028440	C0947738	Mycobacterial infectious disorders	10003754	1	D009165	"Mycobacterium Infections, Nontuberculous"
10028440	C0947738	Mycobacterial infectious disorders	10024230	1	D007918	Leprosy
10028440	C0947738	Mycobacterial infectious disorders	10044756	1	D014376	Tuberculosis
10028593	C3241958	Myocardial Disorder	10007635	1	D009202	Cardiomyopathies
10028920	C0851403	Neonatal and perinatal conditions	10009926	2	D017490	"Ichthyosis, Lamellar"
10028920	C0851403	Neonatal and perinatal conditions	10011912	2	D066087	Perinatal Death
10028920	C0851403	Neonatal and perinatal conditions	10016165	2	D005183	Failure to Thrive
10028920	C0851403	Neonatal and perinatal conditions	10021119	2	D009123	Muscle Hypotonia
10028920	C0851403	Neonatal and perinatal conditions	10028934	2	D007232	"Infant, Newborn, Diseases"
10028920	C0851403	Neonatal and perinatal conditions	10038933	2	D012178	Retinopathy of Prematurity
10028920	C0851403	Neonatal and perinatal conditions	10042440	2	D013398	Sudden Infant Death
10028920	C0851403	Neonatal and perinatal conditions	10048615	2	D009122	Muscle Hypertonia
