"HLGT"	"gene"	"mesh_tr"	"HLGT_N"	"mesh_N"	"intersect_N"	"flag"
"nephropathies"	"ABCB11"	"ATP Binding Cassette Transporter, Subfamily B, Member 11"	"496379"	"554"	"0"	FALSE
"nephropathies"	"ACHE"	"Acetylcholinesterase"	"496379"	"21600"	"46"	FALSE
"nephropathies"	"ADORA1"	"Receptor, Adenosine A1"	"496379"	"1347"	"33"	FALSE
"nephropathies"	"ADORA2A"	"Receptor, Adenosine A2A"	"496379"	"2325"	"24"	FALSE
"nephropathies"	"ADORA3"	"Receptor, Adenosine A3"	"496379"	"746"	"6"	FALSE
"nephropathies"	"ADRA1A"	"Receptors, Adrenergic, alpha-1"	"496379"	"3624"	"24"	FALSE
"nephropathies"	"ADRA2A"	"Receptors, Adrenergic, alpha-2"	"496379"	"3568"	"15"	FALSE
"nephropathies"	"ADRA2B"	"Receptors, Adrenergic, alpha-2"	"496379"	"3568"	"15"	FALSE
"nephropathies"	"ADRA2C"	"Receptors, Adrenergic, alpha-2"	"496379"	"3568"	"15"	FALSE
"nephropathies"	"ADRB1"	"Receptors, Adrenergic, beta-1"	"496379"	"1926"	"16"	FALSE
"nephropathies"	"ADRB2"	"Receptors, Adrenergic, beta-2"	"496379"	"4272"	"15"	FALSE
"nephropathies"	"ADRB3"	"Receptors, Adrenergic, beta-3"	"496379"	"1397"	"6"	FALSE
"nephropathies"	"AGTR1"	"Receptor, Angiotensin, Type 1"	"496379"	"6781"	"577"	FALSE
"nephropathies"	"AR"	"Receptors, Androgen"	"496379"	"14984"	"87"	FALSE
"nephropathies"	"ATM"	"Ataxia Telangiectasia Mutated Proteins"	"496379"	"5371"	"18"	FALSE
"nephropathies"	"ATR"	"Ataxia Telangiectasia Mutated Proteins"	"496379"	"5371"	"18"	FALSE
"nephropathies"	"AVPR1A"	"Receptors, Vasopressin"	"496379"	"3303"	"377"	FALSE
"nephropathies"	"AVPR2"	"Receptors, Vasopressin"	"496379"	"3303"	"377"	FALSE
"nephropathies"	"BDKRB1"	"Receptor, Bradykinin B1"	"496379"	"790"	"26"	FALSE
"nephropathies"	"BDKRB2"	"Receptor, Bradykinin B2"	"496379"	"1473"	"43"	FALSE
"nephropathies"	"CACNA1B"	"Calcium Channels, N-Type"	"496379"	"1986"	"22"	FALSE
"nephropathies"	"CACNA1C"	"Calcium Channels, L-Type"	"496379"	"7327"	"44"	FALSE
"nephropathies"	"CCKAR"	"Receptor, Cholecystokinin A"	"496379"	"728"	"3"	FALSE
"nephropathies"	"CCKBR"	"Receptor, Cholecystokinin B"	"496379"	"984"	"2"	FALSE
"nephropathies"	"CHRM1"	"Receptor, Muscarinic M1"	"496379"	"1272"	"2"	FALSE
"nephropathies"	"CHRM2"	"Receptor, Muscarinic M2"	"496379"	"1442"	"1"	FALSE
"nephropathies"	"CHRM3"	"Receptor, Muscarinic M3"	"496379"	"1428"	"1"	FALSE
"nephropathies"	"CHRM4"	"Receptor, Muscarinic M4"	"496379"	"386"	"0"	FALSE
"nephropathies"	"CHRM5"	"Receptor, Muscarinic M5"	"496379"	"125"	"0"	FALSE
"nephropathies"	"CHRNA4"	"Receptors, Nicotinic"	"496379"	"14917"	"20"	FALSE
"nephropathies"	"CNR1"	"Receptor, Cannabinoid, CB1"	"496379"	"5259"	"31"	FALSE
"nephropathies"	"CRHR1"	"Receptors, Corticotropin-Releasing Hormone"	"496379"	"2903"	"2"	FALSE
"nephropathies"	"CRHR2"	"Receptors, Corticotropin-Releasing Hormone"	"496379"	"2903"	"2"	FALSE
"nephropathies"	"DPP4"	"Dipeptidyl Peptidase 4"	"496379"	"3665"	"108"	FALSE
"nephropathies"	"DRD1"	"Receptors, Dopamine D1"	"496379"	"7121"	"21"	FALSE
"nephropathies"	"DRD2"	"Receptors, Dopamine D2"	"496379"	"14244"	"8"	FALSE
"nephropathies"	"DRD3"	"Receptors, Dopamine D3"	"496379"	"2466"	"4"	FALSE
"nephropathies"	"DRD4"	"Receptors, Dopamine D4"	"496379"	"1711"	"0"	FALSE
"nephropathies"	"DRD5"	"Receptors, Dopamine D5"	"496379"	"424"	"1"	FALSE
"nephropathies"	"EDNRA"	"Receptor, Endothelin A"	"496379"	"2741"	"140"	FALSE
"nephropathies"	"EDNRB"	"Receptor, Endothelin B"	"496379"	"2261"	"73"	FALSE
"nephropathies"	"EGFR"	"ErbB Receptors"	"496379"	"59011"	"533"	FALSE
"nephropathies"	"ERBB2"	"Receptor, ErbB-2"	"496379"	"23142"	"84"	FALSE
"nephropathies"	"ESR1"	"Estrogen Receptor alpha"	"496379"	"11894"	"48"	FALSE
"nephropathies"	"ESR2"	"Estrogen Receptor beta"	"496379"	"5494"	"24"	FALSE
"nephropathies"	"F2"	"Thrombin"	"496379"	"26263"	"284"	FALSE
"nephropathies"	"GABBR1"	"Receptors, GABA-B"	"496379"	"2783"	"6"	FALSE
"nephropathies"	"GABRA1"	"Receptors, GABA-A"	"496379"	"18704"	"24"	FALSE
"nephropathies"	"GCGR"	"Receptors, Glucagon"	"496379"	"2352"	"34"	FALSE
"nephropathies"	"GHSR"	"Receptors, Ghrelin"	"496379"	"1447"	"14"	FALSE
"nephropathies"	"GIPR"	"Receptors, Gastrointestinal Hormone"	"496379"	"8704"	"71"	FALSE
"nephropathies"	"GRIN1"	"Receptors, N-Methyl-D-Aspartate"	"496379"	"26904"	"25"	FALSE
"nephropathies"	"HCAR2"	"Receptors, Nicotinic"	"496379"	"14917"	"20"	FALSE
"nephropathies"	"HRH1"	"Receptors, Histamine H1"	"496379"	"2208"	"0"	FALSE
"nephropathies"	"HRH2"	"Receptors, Histamine H2"	"496379"	"1864"	"6"	FALSE
"nephropathies"	"HRH3"	"Receptors, Histamine H3"	"496379"	"1275"	"1"	FALSE
"nephropathies"	"HTR1A"	"Receptor, Serotonin, 5-HT1A"	"496379"	"2707"	"0"	FALSE
"nephropathies"	"HTR1B"	"Receptor, Serotonin, 5-HT1B"	"496379"	"1187"	"1"	FALSE
"nephropathies"	"HTR2A"	"Receptor, Serotonin, 5-HT2A"	"496379"	"3015"	"7"	FALSE
"nephropathies"	"HTR2B"	"Receptor, Serotonin, 5-HT2B"	"496379"	"424"	"0"	FALSE
"nephropathies"	"HTR2C"	"Receptor, Serotonin, 5-HT2C"	"496379"	"1499"	"2"	FALSE
"nephropathies"	"HTR3A"	"Receptors, Serotonin, 5-HT3"	"496379"	"1657"	"2"	FALSE
"nephropathies"	"KCNH2"	"ERG1 Potassium Channel"	"496379"	"1772"	"2"	FALSE
"nephropathies"	"KCNJ11"	"KATP Channels"	"496379"	"2844"	"18"	FALSE
"nephropathies"	"KCNQ1"	"KCNQ1 Potassium Channel"	"496379"	"1304"	"11"	FALSE
"nephropathies"	"KDR"	"Vascular Endothelial Growth Factor Receptor-2"	"496379"	"6442"	"162"	FALSE
"nephropathies"	"MAOA"	"Monoamine Oxidase"	"496379"	"11015"	"95"	FALSE
"nephropathies"	"MAOB"	"Monoamine Oxidase"	"496379"	"11015"	"95"	FALSE
"nephropathies"	"MC3R"	"Receptor, Melanocortin, Type 3"	"496379"	"458"	"2"	FALSE
"nephropathies"	"MC4R"	"Receptor, Melanocortin, Type 4"	"496379"	"1576"	"8"	FALSE
"nephropathies"	"MLNR"	"Receptors, Gastrointestinal Hormone"	"496379"	"8704"	"71"	FALSE
"nephropathies"	"NPY1R"	"Receptors, Neuropeptide Y"	"496379"	"2372"	"5"	FALSE
"nephropathies"	"NPY2R"	"Receptors, Neuropeptide Y"	"496379"	"2372"	"5"	FALSE
"nephropathies"	"NR1H2"	"Liver X Receptors"	"496379"	"2568"	"24"	FALSE
"nephropathies"	"NR1H3"	"Liver X Receptors"	"496379"	"2568"	"24"	FALSE
"nephropathies"	"NR1I2"	"Pregnane X Receptor"	"496379"	"1618"	"9"	FALSE
"nephropathies"	"NR3C1"	"Receptors, Glucocorticoid"	"496379"	"12736"	"105"	FALSE
"nephropathies"	"NTSR1"	"Receptors, Neurotensin"	"496379"	"1049"	"0"	FALSE
"nephropathies"	"OPRD1"	"Receptors, Opioid, delta"	"496379"	"4485"	"2"	FALSE
"nephropathies"	"OPRK1"	"Receptors, Opioid, kappa"	"496379"	"4556"	"15"	FALSE
"nephropathies"	"OPRM1"	"Receptors, Opioid, mu"	"496379"	"8769"	"14"	FALSE
"nephropathies"	"PDE3A"	"Cyclic Nucleotide Phosphodiesterases, Type 3"	"496379"	"855"	"10"	FALSE
"nephropathies"	"PDE4D"	"Cyclic Nucleotide Phosphodiesterases, Type 4"	"496379"	"1839"	"11"	FALSE
"nephropathies"	"PDE6B"	"Cyclic Nucleotide Phosphodiesterases, Type 6"	"496379"	"470"	"2"	FALSE
"nephropathies"	"PGR"	"Receptors, Progesterone"	"496379"	"18606"	"90"	FALSE
"nephropathies"	"PPARA"	"PPAR alpha"	"496379"	"4297"	"87"	FALSE
"nephropathies"	"PPARD"	"PPAR delta"	"496379"	"1121"	"10"	FALSE
"nephropathies"	"PPARG"	"PPAR gamma"	"496379"	"12108"	"251"	FALSE
"nephropathies"	"PTGER1"	"Receptors, Prostaglandin E, EP1 Subtype"	"496379"	"437"	"9"	FALSE
"nephropathies"	"PTGER2"	"Receptors, Prostaglandin E, EP2 Subtype"	"496379"	"812"	"12"	FALSE
"nephropathies"	"PTGER3"	"Receptors, Prostaglandin E, EP3 Subtype"	"496379"	"531"	"10"	FALSE
"nephropathies"	"PTGER4"	"Receptors, Prostaglandin E, EP4 Subtype"	"496379"	"1036"	"27"	FALSE
"nephropathies"	"PTGS1"	"Cyclooxygenase 1"	"496379"	"4933"	"78"	FALSE
"nephropathies"	"PTGS2"	"Cyclooxygenase 2"	"496379"	"22509"	"398"	TRUE
"nephropathies"	"SCN2A"	"NAV1.2 Voltage-Gated Sodium Channel"	"496379"	"346"	"0"	FALSE
"nephropathies"	"SCN5A"	"NAV1.5 Voltage-Gated Sodium Channel"	"496379"	"1523"	"1"	FALSE
"nephropathies"	"SLC18A2"	"Vesicular Monoamine Transport Proteins"	"496379"	"1069"	"0"	FALSE
"nephropathies"	"SLC29A1"	"Equilibrative Nucleoside Transporter 1"	"496379"	"480"	"3"	FALSE
"nephropathies"	"SLC6A2"	"Norepinephrine Plasma Membrane Transport Proteins"	"496379"	"1388"	"3"	FALSE
"nephropathies"	"SLC6A3"	"Dopamine Plasma Membrane Transport Proteins"	"496379"	"5639"	"5"	FALSE
"nephropathies"	"SLC6A4"	"Serotonin Plasma Membrane Transport Proteins"	"496379"	"6470"	"1"	FALSE
"nephropathies"	"TACR1"	"Receptors, Neurokinin-1"	"496379"	"3342"	"4"	FALSE
"nephropathies"	"TACR2"	"Receptors, Neurokinin-2"	"496379"	"1108"	"0"	FALSE
"nephropathies"	"TBXA2R"	"Receptors, Thromboxane A2, Prostaglandin H2"	"496379"	"592"	"9"	FALSE
"nephropathies"	"THRA"	"Thyroid Hormone Receptors alpha"	"496379"	"506"	"2"	FALSE
"nephropathies"	"THRB"	"Thyroid Hormone Receptors beta"	"496379"	"748"	"4"	FALSE
"neurological disorders congenital"	"ABCB11"	"ATP Binding Cassette Transporter, Subfamily B, Member 11"	"167579"	"554"	"1"	FALSE
"neurological disorders congenital"	"ACHE"	"Acetylcholinesterase"	"167579"	"21600"	"266"	FALSE
"neurological disorders congenital"	"ADORA1"	"Receptor, Adenosine A1"	"167579"	"1347"	"6"	FALSE
"neurological disorders congenital"	"ADORA2A"	"Receptor, Adenosine A2A"	"167579"	"2325"	"49"	FALSE
"neurological disorders congenital"	"ADORA3"	"Receptor, Adenosine A3"	"167579"	"746"	"0"	FALSE
"neurological disorders congenital"	"ADRA1A"	"Receptors, Adrenergic, alpha-1"	"167579"	"3624"	"2"	TRUE
"neurological disorders congenital"	"ADRA2A"	"Receptors, Adrenergic, alpha-2"	"167579"	"3568"	"12"	FALSE
"neurological disorders congenital"	"ADRA2B"	"Receptors, Adrenergic, alpha-2"	"167579"	"3568"	"12"	FALSE
"neurological disorders congenital"	"ADRA2C"	"Receptors, Adrenergic, alpha-2"	"167579"	"3568"	"12"	FALSE
"neurological disorders congenital"	"ADRB1"	"Receptors, Adrenergic, beta-1"	"167579"	"1926"	"3"	FALSE
"neurological disorders congenital"	"ADRB2"	"Receptors, Adrenergic, beta-2"	"167579"	"4272"	"3"	FALSE
"neurological disorders congenital"	"ADRB3"	"Receptors, Adrenergic, beta-3"	"167579"	"1397"	"0"	FALSE
"neurological disorders congenital"	"AGTR1"	"Receptor, Angiotensin, Type 1"	"167579"	"6781"	"6"	FALSE
"neurological disorders congenital"	"AR"	"Receptors, Androgen"	"167579"	"14984"	"305"	FALSE
"neurological disorders congenital"	"ATM"	"Ataxia Telangiectasia Mutated Proteins"	"167579"	"5371"	"700"	FALSE
"neurological disorders congenital"	"ATR"	"Ataxia Telangiectasia Mutated Proteins"	"167579"	"5371"	"700"	FALSE
"neurological disorders congenital"	"AVPR1A"	"Receptors, Vasopressin"	"167579"	"3303"	"6"	FALSE
"neurological disorders congenital"	"AVPR2"	"Receptors, Vasopressin"	"167579"	"3303"	"6"	FALSE
"neurological disorders congenital"	"BDKRB1"	"Receptor, Bradykinin B1"	"167579"	"790"	"0"	FALSE
"neurological disorders congenital"	"BDKRB2"	"Receptor, Bradykinin B2"	"167579"	"1473"	"0"	FALSE
"neurological disorders congenital"	"CACNA1B"	"Calcium Channels, N-Type"	"167579"	"1986"	"77"	FALSE
"neurological disorders congenital"	"CACNA1C"	"Calcium Channels, L-Type"	"167579"	"7327"	"42"	FALSE
"neurological disorders congenital"	"CCKAR"	"Receptor, Cholecystokinin A"	"167579"	"728"	"0"	FALSE
"neurological disorders congenital"	"CCKBR"	"Receptor, Cholecystokinin B"	"167579"	"984"	"1"	FALSE
"neurological disorders congenital"	"CHRM1"	"Receptor, Muscarinic M1"	"167579"	"1272"	"1"	FALSE
"neurological disorders congenital"	"CHRM2"	"Receptor, Muscarinic M2"	"167579"	"1442"	"3"	FALSE
"neurological disorders congenital"	"CHRM3"	"Receptor, Muscarinic M3"	"167579"	"1428"	"2"	FALSE
"neurological disorders congenital"	"CHRM4"	"Receptor, Muscarinic M4"	"167579"	"386"	"2"	FALSE
"neurological disorders congenital"	"CHRM5"	"Receptor, Muscarinic M5"	"167579"	"125"	"0"	FALSE
"neurological disorders congenital"	"CHRNA4"	"Receptors, Nicotinic"	"167579"	"14917"	"52"	FALSE
"neurological disorders congenital"	"CNR1"	"Receptor, Cannabinoid, CB1"	"167579"	"5259"	"49"	FALSE
"neurological disorders congenital"	"CRHR1"	"Receptors, Corticotropin-Releasing Hormone"	"167579"	"2903"	"1"	FALSE
"neurological disorders congenital"	"CRHR2"	"Receptors, Corticotropin-Releasing Hormone"	"167579"	"2903"	"1"	FALSE
"neurological disorders congenital"	"DPP4"	"Dipeptidyl Peptidase 4"	"167579"	"3665"	"3"	FALSE
"neurological disorders congenital"	"DRD1"	"Receptors, Dopamine D1"	"167579"	"7121"	"74"	FALSE
"neurological disorders congenital"	"DRD2"	"Receptors, Dopamine D2"	"167579"	"14244"	"195"	FALSE
"neurological disorders congenital"	"DRD3"	"Receptors, Dopamine D3"	"167579"	"2466"	"16"	FALSE
"neurological disorders congenital"	"DRD4"	"Receptors, Dopamine D4"	"167579"	"1711"	"13"	FALSE
"neurological disorders congenital"	"DRD5"	"Receptors, Dopamine D5"	"167579"	"424"	"9"	FALSE
"neurological disorders congenital"	"EDNRA"	"Receptor, Endothelin A"	"167579"	"2741"	"1"	FALSE
"neurological disorders congenital"	"EDNRB"	"Receptor, Endothelin B"	"167579"	"2261"	"0"	FALSE
"neurological disorders congenital"	"EGFR"	"ErbB Receptors"	"167579"	"59011"	"68"	FALSE
"neurological disorders congenital"	"ERBB2"	"Receptor, ErbB-2"	"167579"	"23142"	"12"	FALSE
"neurological disorders congenital"	"ESR1"	"Estrogen Receptor alpha"	"167579"	"11894"	"12"	FALSE
"neurological disorders congenital"	"ESR2"	"Estrogen Receptor beta"	"167579"	"5494"	"4"	FALSE
"neurological disorders congenital"	"F2"	"Thrombin"	"167579"	"26263"	"10"	FALSE
"neurological disorders congenital"	"GABBR1"	"Receptors, GABA-B"	"167579"	"2783"	"17"	FALSE
"neurological disorders congenital"	"GABRA1"	"Receptors, GABA-A"	"167579"	"18704"	"181"	FALSE
"neurological disorders congenital"	"GCGR"	"Receptors, Glucagon"	"167579"	"2352"	"2"	FALSE
"neurological disorders congenital"	"GHSR"	"Receptors, Ghrelin"	"167579"	"1447"	"7"	FALSE
"neurological disorders congenital"	"GIPR"	"Receptors, Gastrointestinal Hormone"	"167579"	"8704"	"10"	FALSE
"neurological disorders congenital"	"GRIN1"	"Receptors, N-Methyl-D-Aspartate"	"167579"	"26904"	"241"	FALSE
"neurological disorders congenital"	"HCAR2"	"Receptors, Nicotinic"	"167579"	"14917"	"52"	FALSE
"neurological disorders congenital"	"HRH1"	"Receptors, Histamine H1"	"167579"	"2208"	"3"	FALSE
"neurological disorders congenital"	"HRH2"	"Receptors, Histamine H2"	"167579"	"1864"	"3"	FALSE
"neurological disorders congenital"	"HRH3"	"Receptors, Histamine H3"	"167579"	"1275"	"4"	FALSE
"neurological disorders congenital"	"HTR1A"	"Receptor, Serotonin, 5-HT1A"	"167579"	"2707"	"10"	FALSE
"neurological disorders congenital"	"HTR1B"	"Receptor, Serotonin, 5-HT1B"	"167579"	"1187"	"6"	FALSE
"neurological disorders congenital"	"HTR2A"	"Receptor, Serotonin, 5-HT2A"	"167579"	"3015"	"14"	FALSE
"neurological disorders congenital"	"HTR2B"	"Receptor, Serotonin, 5-HT2B"	"167579"	"424"	"2"	FALSE
"neurological disorders congenital"	"HTR2C"	"Receptor, Serotonin, 5-HT2C"	"167579"	"1499"	"15"	FALSE
"neurological disorders congenital"	"HTR3A"	"Receptors, Serotonin, 5-HT3"	"167579"	"1657"	"1"	FALSE
"neurological disorders congenital"	"KCNH2"	"ERG1 Potassium Channel"	"167579"	"1772"	"3"	FALSE
"neurological disorders congenital"	"KCNJ11"	"KATP Channels"	"167579"	"2844"	"8"	FALSE
"neurological disorders congenital"	"KCNQ1"	"KCNQ1 Potassium Channel"	"167579"	"1304"	"5"	FALSE
"neurological disorders congenital"	"KDR"	"Vascular Endothelial Growth Factor Receptor-2"	"167579"	"6442"	"15"	FALSE
"neurological disorders congenital"	"MAOA"	"Monoamine Oxidase"	"167579"	"11015"	"61"	FALSE
"neurological disorders congenital"	"MAOB"	"Monoamine Oxidase"	"167579"	"11015"	"61"	FALSE
"neurological disorders congenital"	"MC3R"	"Receptor, Melanocortin, Type 3"	"167579"	"458"	"0"	FALSE
"neurological disorders congenital"	"MC4R"	"Receptor, Melanocortin, Type 4"	"167579"	"1576"	"8"	FALSE
"neurological disorders congenital"	"MLNR"	"Receptors, Gastrointestinal Hormone"	"167579"	"8704"	"10"	FALSE
"neurological disorders congenital"	"NPY1R"	"Receptors, Neuropeptide Y"	"167579"	"2372"	"4"	FALSE
"neurological disorders congenital"	"NPY2R"	"Receptors, Neuropeptide Y"	"167579"	"2372"	"4"	FALSE
"neurological disorders congenital"	"NR1H2"	"Liver X Receptors"	"167579"	"2568"	"13"	FALSE
"neurological disorders congenital"	"NR1H3"	"Liver X Receptors"	"167579"	"2568"	"13"	FALSE
"neurological disorders congenital"	"NR1I2"	"Pregnane X Receptor"	"167579"	"1618"	"0"	FALSE
"neurological disorders congenital"	"NR3C1"	"Receptors, Glucocorticoid"	"167579"	"12736"	"16"	FALSE
"neurological disorders congenital"	"NTSR1"	"Receptors, Neurotensin"	"167579"	"1049"	"1"	FALSE
"neurological disorders congenital"	"OPRD1"	"Receptors, Opioid, delta"	"167579"	"4485"	"1"	FALSE
"neurological disorders congenital"	"OPRK1"	"Receptors, Opioid, kappa"	"167579"	"4556"	"4"	FALSE
"neurological disorders congenital"	"OPRM1"	"Receptors, Opioid, mu"	"167579"	"8769"	"3"	FALSE
"neurological disorders congenital"	"PDE3A"	"Cyclic Nucleotide Phosphodiesterases, Type 3"	"167579"	"855"	"0"	TRUE
"neurological disorders congenital"	"PDE4D"	"Cyclic Nucleotide Phosphodiesterases, Type 4"	"167579"	"1839"	"4"	FALSE
"neurological disorders congenital"	"PDE6B"	"Cyclic Nucleotide Phosphodiesterases, Type 6"	"167579"	"470"	"1"	FALSE
"neurological disorders congenital"	"PGR"	"Receptors, Progesterone"	"167579"	"18606"	"23"	FALSE
"neurological disorders congenital"	"PPARA"	"PPAR alpha"	"167579"	"4297"	"2"	FALSE
"neurological disorders congenital"	"PPARD"	"PPAR delta"	"167579"	"1121"	"4"	FALSE
"neurological disorders congenital"	"PPARG"	"PPAR gamma"	"167579"	"12108"	"34"	FALSE
"neurological disorders congenital"	"PTGER1"	"Receptors, Prostaglandin E, EP1 Subtype"	"167579"	"437"	"1"	FALSE
"neurological disorders congenital"	"PTGER2"	"Receptors, Prostaglandin E, EP2 Subtype"	"167579"	"812"	"3"	FALSE
"neurological disorders congenital"	"PTGER3"	"Receptors, Prostaglandin E, EP3 Subtype"	"167579"	"531"	"2"	FALSE
"neurological disorders congenital"	"PTGER4"	"Receptors, Prostaglandin E, EP4 Subtype"	"167579"	"1036"	"0"	FALSE
"neurological disorders congenital"	"PTGS1"	"Cyclooxygenase 1"	"167579"	"4933"	"10"	FALSE
"neurological disorders congenital"	"PTGS2"	"Cyclooxygenase 2"	"167579"	"22509"	"41"	FALSE
"neurological disorders congenital"	"SCN2A"	"NAV1.2 Voltage-Gated Sodium Channel"	"167579"	"346"	"32"	FALSE
"neurological disorders congenital"	"SCN5A"	"NAV1.5 Voltage-Gated Sodium Channel"	"167579"	"1523"	"4"	FALSE
"neurological disorders congenital"	"SLC18A2"	"Vesicular Monoamine Transport Proteins"	"167579"	"1069"	"28"	FALSE
"neurological disorders congenital"	"SLC29A1"	"Equilibrative Nucleoside Transporter 1"	"167579"	"480"	"3"	FALSE
"neurological disorders congenital"	"SLC6A2"	"Norepinephrine Plasma Membrane Transport Proteins"	"167579"	"1388"	"3"	FALSE
"neurological disorders congenital"	"SLC6A3"	"Dopamine Plasma Membrane Transport Proteins"	"167579"	"5639"	"76"	FALSE
"neurological disorders congenital"	"SLC6A4"	"Serotonin Plasma Membrane Transport Proteins"	"167579"	"6470"	"129"	FALSE
"neurological disorders congenital"	"TACR1"	"Receptors, Neurokinin-1"	"167579"	"3342"	"10"	FALSE
"neurological disorders congenital"	"TACR2"	"Receptors, Neurokinin-2"	"167579"	"1108"	"1"	FALSE
"neurological disorders congenital"	"TBXA2R"	"Receptors, Thromboxane A2, Prostaglandin H2"	"167579"	"592"	"0"	FALSE
"neurological disorders congenital"	"THRA"	"Thyroid Hormone Receptors alpha"	"167579"	"506"	"2"	FALSE
"neurological disorders congenital"	"THRB"	"Thyroid Hormone Receptors beta"	"167579"	"748"	"4"	FALSE
"neurological disorders nec"	"ABCB11"	"ATP Binding Cassette Transporter, Subfamily B, Member 11"	"4780"	"554"	"0"	FALSE
"neurological disorders nec"	"ACHE"	"Acetylcholinesterase"	"4780"	"21600"	"2"	FALSE
"neurological disorders nec"	"ADORA1"	"Receptor, Adenosine A1"	"4780"	"1347"	"0"	FALSE
"neurological disorders nec"	"ADORA2A"	"Receptor, Adenosine A2A"	"4780"	"2325"	"0"	FALSE
"neurological disorders nec"	"ADORA3"	"Receptor, Adenosine A3"	"4780"	"746"	"0"	FALSE
"neurological disorders nec"	"ADRA1A"	"Receptors, Adrenergic, alpha-1"	"4780"	"3624"	"1"	FALSE
"neurological disorders nec"	"ADRA2A"	"Receptors, Adrenergic, alpha-2"	"4780"	"3568"	"3"	FALSE
"neurological disorders nec"	"ADRA2B"	"Receptors, Adrenergic, alpha-2"	"4780"	"3568"	"3"	FALSE
"neurological disorders nec"	"ADRA2C"	"Receptors, Adrenergic, alpha-2"	"4780"	"3568"	"3"	FALSE
"neurological disorders nec"	"ADRB1"	"Receptors, Adrenergic, beta-1"	"4780"	"1926"	"0"	FALSE
"neurological disorders nec"	"ADRB2"	"Receptors, Adrenergic, beta-2"	"4780"	"4272"	"0"	FALSE
"neurological disorders nec"	"ADRB3"	"Receptors, Adrenergic, beta-3"	"4780"	"1397"	"0"	FALSE
"neurological disorders nec"	"AGTR1"	"Receptor, Angiotensin, Type 1"	"4780"	"6781"	"1"	FALSE
"neurological disorders nec"	"AR"	"Receptors, Androgen"	"4780"	"14984"	"0"	FALSE
"neurological disorders nec"	"ATM"	"Ataxia Telangiectasia Mutated Proteins"	"4780"	"5371"	"0"	FALSE
"neurological disorders nec"	"ATR"	"Ataxia Telangiectasia Mutated Proteins"	"4780"	"5371"	"0"	FALSE
"neurological disorders nec"	"AVPR1A"	"Receptors, Vasopressin"	"4780"	"3303"	"0"	FALSE
"neurological disorders nec"	"AVPR2"	"Receptors, Vasopressin"	"4780"	"3303"	"0"	FALSE
"neurological disorders nec"	"BDKRB1"	"Receptor, Bradykinin B1"	"4780"	"790"	"2"	FALSE
"neurological disorders nec"	"BDKRB2"	"Receptor, Bradykinin B2"	"4780"	"1473"	"1"	FALSE
"neurological disorders nec"	"CACNA1B"	"Calcium Channels, N-Type"	"4780"	"1986"	"2"	FALSE
"neurological disorders nec"	"CACNA1C"	"Calcium Channels, L-Type"	"4780"	"7327"	"0"	FALSE
"neurological disorders nec"	"CCKAR"	"Receptor, Cholecystokinin A"	"4780"	"728"	"0"	FALSE
"neurological disorders nec"	"CCKBR"	"Receptor, Cholecystokinin B"	"4780"	"984"	"0"	FALSE
"neurological disorders nec"	"CHRM1"	"Receptor, Muscarinic M1"	"4780"	"1272"	"0"	FALSE
"neurological disorders nec"	"CHRM2"	"Receptor, Muscarinic M2"	"4780"	"1442"	"1"	FALSE
"neurological disorders nec"	"CHRM3"	"Receptor, Muscarinic M3"	"4780"	"1428"	"1"	FALSE
"neurological disorders nec"	"CHRM4"	"Receptor, Muscarinic M4"	"4780"	"386"	"1"	FALSE
"neurological disorders nec"	"CHRM5"	"Receptor, Muscarinic M5"	"4780"	"125"	"0"	FALSE
"neurological disorders nec"	"CHRNA4"	"Receptors, Nicotinic"	"4780"	"14917"	"2"	FALSE
"neurological disorders nec"	"CNR1"	"Receptor, Cannabinoid, CB1"	"4780"	"5259"	"3"	FALSE
"neurological disorders nec"	"CRHR1"	"Receptors, Corticotropin-Releasing Hormone"	"4780"	"2903"	"1"	FALSE
"neurological disorders nec"	"CRHR2"	"Receptors, Corticotropin-Releasing Hormone"	"4780"	"2903"	"1"	FALSE
"neurological disorders nec"	"DPP4"	"Dipeptidyl Peptidase 4"	"4780"	"3665"	"0"	FALSE
"neurological disorders nec"	"DRD1"	"Receptors, Dopamine D1"	"4780"	"7121"	"0"	FALSE
"neurological disorders nec"	"DRD2"	"Receptors, Dopamine D2"	"4780"	"14244"	"1"	FALSE
"neurological disorders nec"	"DRD3"	"Receptors, Dopamine D3"	"4780"	"2466"	"0"	FALSE
"neurological disorders nec"	"DRD4"	"Receptors, Dopamine D4"	"4780"	"1711"	"0"	FALSE
"neurological disorders nec"	"DRD5"	"Receptors, Dopamine D5"	"4780"	"424"	"0"	FALSE
"neurological disorders nec"	"EDNRA"	"Receptor, Endothelin A"	"4780"	"2741"	"0"	FALSE
"neurological disorders nec"	"EDNRB"	"Receptor, Endothelin B"	"4780"	"2261"	"0"	FALSE
"neurological disorders nec"	"EGFR"	"ErbB Receptors"	"4780"	"59011"	"1"	FALSE
"neurological disorders nec"	"ERBB2"	"Receptor, ErbB-2"	"4780"	"23142"	"1"	FALSE
"neurological disorders nec"	"ESR1"	"Estrogen Receptor alpha"	"4780"	"11894"	"0"	FALSE
"neurological disorders nec"	"ESR2"	"Estrogen Receptor beta"	"4780"	"5494"	"0"	FALSE
"neurological disorders nec"	"F2"	"Thrombin"	"4780"	"26263"	"0"	FALSE
