meddra_code	mesh_term
10044018	Dental Pulp Diseases
10044018	Gingival Hemorrhage
10046304	Vocal Cord Paralysis
10046304	Vocal Cord Dysfunction
10046304	Laryngeal Diseases
10046304	Laryngo onycho cutaneous syndrome
10046304	Laryngitis
10046304	"Granuloma, Laryngeal"
10046304	Angioedema
10046304	Laryngeal Edema
10046304	Laryngostenosis
10046304	Laryngismus
10046304	Respiratory Sounds
10046304	Laryngomalacia
10046304	Olfaction Disorders
10046304	Epistaxis
10046304	Nasal Polyps
10046304	Nasal Septal Perforation
10046304	Nose Diseases
10046708	Urolithiasis
10046828	Uterine Neoplasms
10046973	Heart Valve Diseases
10047075	Gastrointestinal Hemorrhage
10047116	Arteritis
10047518	Vision Disorders
10047635	Vitamin K Deficiency Bleeding
10047635	Keratomalacia
10047635	Night Blindness
10047635	Vitamin A Deficiency
10047635	Vitamin D Deficiency
10047635	Vitamin E Deficiency
10047635	Vitamin K Deficiency
10047635	Xerophthalmia
10047635	Hypervitaminosis A
10047635	"Anemia, Macrocytic"
10047635	"Anemia, Megaloblastic"
10047635	Avitaminosis
10047635	"Sprue, Tropical"
10047635	Biotin deficiency
10047635	Folic Acid Deficiency
10047635	Thiamine Deficiency
10047635	Vitamin B 12 Deficiency
10047635	Riboflavin Deficiency
10047635	Vitamin B 6 Deficiency
10047635	Ascorbic Acid Deficiency
10047635	Wernicke Encephalopathy
10047635	Korsakoff Syndrome
10047635	Vitamin B Deficiency
10047635	Subacute Combined Degeneration
10047789	Vaginal Neoplasms
10047789	Vulvar Neoplasms
10047789	"Hymen, Imperforate"
10047789	Uterine Hemorrhage
10047789	Vulvar Diseases
10047789	Vulvar Lichen Sclerosus
10047789	Vaginal Diseases
10047789	Vaginal Fistula
10047789	Vaginal Discharge
10047789	Hematocolpos
10057165	Varicose Veins
10057167	Intellectual Disability
10064477	Blood Coagulation Disorders
10041297	Fasciotomy
10041297	Myotomy
10041297	Tendon Transfer
10041297	Tenotomy
10041297	Tenodesis
10041297	Lipectomy
10041297	Mesotherapy
10013361	Bursitis
10013361	Synovial Cyst
10013361	Synovitis
10013361	Ganglion Cysts
10018012	"Signs and Symptoms, Digestive"
10041294	Giant Cell Tumor of Tendon Sheath
10041294	Glomus Tumor
10041294	Leiomyoma
10041294	Lipoma
10041294	Lymphangioma
10041294	Rhabdomyoma
10041294	Synovial Cyst
10041294	Angiolipoma
10041294	Fibroma
10041294	Mediastinal Cyst
10041294	Angiomyolipoma
10041294	"Nuchal bleb, familial"
10041294	"Lymphangioma, Cystic"
10041294	"Fibromatosis, Aggressive"
10041294	Myoma
10041294	"Granuloma, Plasma Cell"
10041294	Lipoblastoma
10041294	Myxoma
10041294	Myelolipoma
10017998	Herniorrhaphy
10038737	Lung Transplantation
10038737	Pneumonectomy
10038737	Pulmonary Surgical Procedures
10038737	Thoracoplasty
10038737	Thoracotomy
10038737	Sternotomy
10038737	Thoracic Surgical Procedures
10038737	Pleurodesis
10038737	Pneumonolysis
10038737	Tracheostomy
10038737	"Intubation, Intratracheal"
10038737	Continuous Positive Airway Pressure
10038737	Intermittent Positive-Pressure Breathing
10038737	Ventilator Weaning
10038737	Hyperbaric Oxygenation
10022119	Radiation Injuries
10040795	Skin Transplantation
10023213	Joint Diseases
10022114	Peripheral Nerve Injuries
10022114	Cranial Nerve Injuries
10007512	Heart Murmurs
10007512	Cardiac Output
10007512	"Cardiac Output, Low"
10007512	"Cardiac Output, High"
10007512	Echocardiography
10007512	Exercise Test
10007512	Pulmonary Wedge Pressure
10007512	Stroke Volume
10007512	"Echocardiography, Stress"
10007512	Atrial Pressure
10007512	Tilt-Table Test
10007512	Cardiac Catheterization
10007539	Dyspnea
10019231	Headache
10027655	Ear Neoplasms
10027655	Hemangiosarcoma
10027655	Hemangiopericytoma
10027655	"Hemangiopericytoma, Malignant"
10027655	Vascular Neoplasms
10027655	Stewart Treves syndrome
10027655	"Hydatidiform Mole, Invasive"
10027655	Choriocarcinoma
10027655	Teratoma
10027655	Endodermal Sinus Tumor
10027655	"Neoplasms, Germ Cell and Embryonal"
10027655	Gestational Trophoblastic Disease
10027655	Adenocarcinoma
10027655	"Carcinoma, Basosquamous"
10027655	Neoplasms
10027655	"Neoplasms, Second Primary"
10027655	"Carcinoma, Small Cell"
10027655	"Carcinoma, Squamous Cell"
10027655	"Carcinoma, Adenoid Cystic"
10027655	"Carcinoma, Signet Ring Cell"
10027655	"Carcinoma, Mucoepidermoid"
10027655	Squamous Cell Carcinoma of Head and Neck
10027655	Carcinoma in Situ
10027655	Head and Neck Neoplasms
10027655	"Carcinoma, Adenosquamous"
10027655	Rhabdoid Tumor
10027655	Adenocarcinoid tumor
10027655	Turcot syndrome
10030046	Eye Injuries
10028387	Arthrocentesis
10028387	Arthrography
10028387	Arthroscopy
10006291	Breast Neoplasms
10006291	Breast Carcinoma In Situ
10006291	Inflammatory Breast Neoplasms
10006291	"Breast Neoplasms, Male"
10006291	Angiosarcoma of the breast
10006291	"Carcinoma, Ductal, Breast"
10006291	Triple Negative Breast Neoplasms
10006291	Phyllodes Tumor
10035227	"Neoplasms, Plasma Cell"
10019813	"Adenoma, Bile Duct"
10019813	"Adenoma, Liver Cell"
10019813	Focal Nodular Hyperplasia
10019813	Choledochal Cyst
10025319	Hodgkin Disease
10011305	Accessory Nerve Diseases
10011305	Vestibulocochlear Nerve Diseases
10011305	Ocular Motility Disorders
10011305	Facial Nerve Diseases
10011305	Glossopharyngeal Nerve Diseases
10011305	Hypoglossal Nerve Diseases
10011305	Olfactory Nerve Diseases
10011305	Trigeminal Nerve Diseases
10011305	Vagus Nerve Diseases
10027476	Neoplasm Metastasis
10029295	Hearing Tests
10029295	"Audiometry, Evoked Response"
10029295	Acoustic Impedance Tests
10029295	Vestibular Function Tests
10029295	Echoencephalography
10029295	Myelography
10014136	Bankruptcy
10014136	Poverty
10014136	Retirement
10014136	Unemployment
10014136	Homeless Persons
10008804	Chromosome Disorders
10008804	Sex Chromosome Aberrations
10043413	Genetic Therapy
10043413	Immunization
10043413	Phototherapy
10043413	Patient Positioning
10037546	"Purine-Pyrimidine Metabolism, Inborn Errors"
10043237	Cartilage Diseases
10002112	Fissure in Ano
10002112	Rectal Diseases
10002112	Rectal Prolapse
10002112	Currarino triad
10002112	Levator syndrome
10002112	Pruritus Ani
10038716	Apnea
10038716	Breath Holding
10038716	"Dyspnea, Paroxysmal"
10038716	Cheyne-Stokes Respiration
10038716	Dyspnea
10038716	Hyperventilation
10038716	Hypoventilation
10038716	Mouth Breathing
10038716	Obesity Hypoventilation Syndrome
10038716	Respiratory Insufficiency
10038716	Sleep Apnea Syndromes
10038716	Tachypnea
10038716	Congenital central hypoventilation syndrome
10038716	Transfusion Reaction
10038716	Perry Syndrome
10038716	"Embolism, Fat"
10038716	Hypoxia
10038716	Asphyxia
10038716	"Hypoxia, Brain"
10038716	Cyanosis
10038716	Hypercapnia
10038716	Hypocapnia
10038716	"Acidosis, Respiratory"
10038716	"Alkalosis, Respiratory"
10038716	Hyperoxia
10038716	"Hypoxia-Ischemia, Brain"
10038716	Cough
10038716	Hemoptysis
10038716	Heart Arrest
10038716	Respiratory Paralysis
10038716	Lung Diseases
10038716	Respiration Disorders
10006288	Breast Cyst
10006288	Fibrocystic Breast Disease
10038364	Urinary Bladder Neoplasms
10038364	Kidney Neoplasms
10040900	Skin Neoplasms
10017959	Mallory-Weiss Syndrome
10017959	Gastrointestinal Hemorrhage
10017959	Hematemesis
10017959	Melena
10035534	Blood Platelet Disorders
10003018	Feeding and Eating Disorders
10047060	Choroid Hemorrhage
10047060	Vitreous Hemorrhage
10047060	Choroidal sclerosis
10047060	Choroidal Neovascularization
10047060	Retinal Artery Occlusion
10047060	Retinal Hemorrhage
10047060	Retinal Vein Occlusion
10047060	Retinal Neovascularization
10047060	Eales disease
10047060	Susac Syndrome
10047060	Diabetic Retinopathy
10047060	Retinal Telangiectasis
10047060	Retinal Diseases
10047060	Hypertensive Retinopathy
10047060	Alstrom Syndrome
10047060	Acute zonal occult outer retinopathy
10012303	Demyelinating Diseases
10047061	Hyphema
10047061	Corneal Neovascularization
10047061	Eye Hemorrhage
10047061	Giant Cell Arteritis
10047061	"Optic Neuropathy, Ischemic"
10013995	Congenital Microtia
10013995	Deafness
10013995	Pendred syndrome
10013995	Branchio-Oto-Renal Syndrome
10031013	Oral Hemorrhage
10007867	Fibrosis
10007867	Necrosis
10007867	Cell Death
10007867	Necrobiotic Disorders
10007867	Fat Necrosis
10007867	Atrophy
10007867	Calcinosis
10007867	Hyperplasia
10007867	Hypertrophy
10007867	Metaplasia
10007867	Cysts
10007867	Seroma
10007867	Choristoma
10007867	Ulcer
10039911	Seizures
10011082	Coronary Artery Disease
10019818	Cholecystectomy
10019818	Cholecystostomy
10019818	Choledochostomy
10019818	Biliary Tract Surgical Procedures
10019818	Liver Transplantation
10019818	Hepatectomy
10001316	Injection Site Reaction
10035597	Pleural Diseases
10038666	Laryngeal Neoplasms
10038666	Mediastinal Neoplasms
10029301	Blindness
10029301	"Blindness, Cortical"
10029301	Diplopia
10029301	Hemianopsia
10029301	Strabismus
10029301	Kearns-Sayre Syndrome
10029301	Vision Disorders
10029301	Acute zonal occult outer retinopathy
10029301	Scotoma
10029301	Blepharospasm
10029301	Spasm
10029301	Blepharoptosis
10029301	Ophthalmoplegia
10029301	Papilledema
10029301	Photophobia
10029301	"Ophthalmoplegia, Chronic Progressive External"
10029301	Pseudopapilledema
10029301	Marcus Gunn phenomenon
10029301	Ocular Motility Disorders
10029211	Glioma
10029211	Meningioma
10041641	Splenic Diseases
10014705	Adrenalectomy
10014705	Hormone Replacement Therapy
10014705	Estrogen Replacement Therapy
10014705	Parathyroidectomy
10014705	Hypophysectomy
10014705	Thyroidectomy
10047954	Leukocyte Disorders
10002363	Aneurysm
10002363	Arteriovenous Fistula
10002363	"Aneurysm, Ruptured"
10002363	"Aneurysm, Infected"
10002363	"Aneurysm, Dissecting"
10002363	Loeys-Dietz Syndrome
10002363	Heart Aneurysm
10002363	Coronary Aneurysm
10002363	Aortic Aneurysm
10002363	Aortic Rupture
10002363	Intracranial Aneurysm
10002363	Wyburn Mason's syndrome
10002363	Vertebral Artery Dissection
10013465	Dissociative Disorders
10047066	Vascular Neoplasms
10025309	"Blood Transfusion, Autologous"
10025309	"Exchange Transfusion, Whole Blood"
10025309	Plasmapheresis
10025309	Platelet Transfusion
10025309	Leukapheresis
10025309	Cytapheresis
10025309	Plateletpheresis
10025309	Hematopoietic Stem Cell Mobilization
10025309	Blood Component Removal
10025309	Photopheresis
10025309	Blood Transfusion
10025309	Splenectomy
10025309	Thymectomy
10025309	Lymph Node Excision
10025309	Manual Lymphatic Drainage
10025309	Extracorporeal Membrane Oxygenation
10025309	Hemofiltration
10025309	Bone Marrow Transplantation
10025309	Stem Cell Transplantation
10025309	Extracorporeal Circulation
10025309	Hemoperfusion
10024136	Crime Victims
10019243	Hearing Disorders
10024450	Tobacco Use
10024450	Alcohol Drinking
10047043	"Skin Diseases, Vascular"
10005908	Body Temperature Changes
10018865	Histiocytosis
10017991	Esophageal Neoplasms
10017991	Salivary Gland Neoplasms
10027656	Cholesteatoma
10027656	Glomus Tympanicum Tumor
10027656	Hemangioma
10027656	Lymphocele
10027656	Kasabach-Merritt Syndrome
10027656	"Osteolysis, Essential"
10027656	Carney Complex
10027656	Adenoma
10027656	Angiofibroma
10027656	Cysts
10027656	Dermoid Cyst
10027656	Fibroma
10027656	Papilloma
10027656	Teratoma
10027656	Neurocutaneous Syndromes
10027656	"Adenoma, Oxyphilic"
10027656	"Paraganglioma, Extra-Adrenal"
10027656	"Hamartoma Syndrome, Multiple"
10027656	Neoplasms
10027656	Hamartoma
10027656	Polyps
10027656	Tuberous Sclerosis
10025320	"Lymphoma, B-Cell"
10038362	Kidney Function Tests
10015920	Eye Abnormalities
10022893	Biopsy
10022893	Autopsy
10022893	Immunohistochemistry
10022893	"Tomography, X-Ray Computed"
10022893	Endoscopy
10022893	Magnetic Resonance Imaging
10022893	Positron-Emission Tomography
10022893	"Tomography, Emission-Computed, Single-Photon"
10022893	Thermography
10022893	Ultrasonography
10022893	"Tomography, Optical Coherence"
10022893	Radionuclide Imaging
10022893	Whole Body Imaging
10022893	Plethysmography
10022893	Polymerase Chain Reaction
10019815	Gallbladder Neoplasms
10019815	Liver Neoplasms
10019815	Hepatoblastoma
10028393	Fistula
10028393	Soft Tissue Injuries
10028393	Dupuytren Contracture
10028393	Fasciitis
10028393	Fournier Gangrene
10028393	Lyme Disease
10028393	"Fasciitis, Necrotizing"
10028393	"Fibromatosis, Plantar"
10028393	"Fasciitis, Plantar"
10028393	Acquired Hyperostosis Syndrome
10028393	Soft Tissue Infections
10028393	Schnitzler Syndrome
10028393	Chronic recurrent multifocal osteomyelitis
10028393	Majeed syndrome
10028393	Deficiency of interleukin-1 receptor antagonist
10028393	Back Pain
10028393	Flank Pain
10028393	Musculoskeletal Pain
10028393	Neck Pain
10028393	Piriformis Muscle Syndrome
10028393	Post-Traumatic Headache
10028393	Post-Lyme Disease Syndrome
10028393	Acromegaly
10009720	Sympathectomy
10009720	Vagotomy
10009720	Transcranial Magnetic Stimulation
10009720	Nerve Block
10009720	Craniotomy
10009720	Psychosurgery
10009720	Pallidotomy
10009720	Deep Brain Stimulation
10009720	Electrocorticography
10009720	Neuroendoscopy
10009720	Decompressive Craniectomy
10005944	Bone Transplantation
10005944	Osteotomy
10005944	Cementoplasty
10005944	Orthopedic Procedures
10005944	"Osteogenesis, Distraction"
10005944	"Injections, Intra-Articular"
10005944	"Arthroplasty, Replacement, Knee"
10005944	Synovectomy
10005944	Arthroplasty
10005944	Arthroscopy
10005944	Arthrodesis
10003184	"Endarterectomy, Carotid"
10003184	Coronary Artery Bypass
10003184	Endarterectomy
10003184	Atherectomy
10003184	Percutaneous Coronary Intervention
10003184	Counterpulsation
10003184	Cerebral Revascularization
10003184	Angioplasty
10003184	Thrombectomy
10003184	Vascular Surgical Procedures
10003184	"Embolization, Therapeutic"
10003184	"Heart Bypass, Right"
10003184	Arterial Switch Operation
10003184	Vascular Grafting
10036411	Puerperal Infection
10057166	Hypertension
10027432	Blood Gas Analysis
10027432	Hyperlactatemia
10027432	Oximetry
10027432	Glucose Tolerance Test
10027432	Lactose Tolerance Test
10038594	Ovarian Germ Cell Cancer
10038594	Vaginal Neoplasms
10026753	Bipolar Disorder
10012562	Motor Skills Disorders
10017977	Ileus
10038668	Thoracentesis
10038668	Bronchoalveolar Lavage
10038668	Bronchography
10038668	Bronchoscopy
10038668	Laryngoscopy
10038668	Mediastinoscopy
10038668	Thoracoscopy
10038668	Ventilation-Perfusion Scan
10022958	Iron Overload
10038597	Penile Neoplasms
10038597	Prostatic Neoplasms
10038597	Testicular Neoplasms
10015674	Cystic Fibrosis
10015674	Pancreatic Cyst
10015674	Pancreatic Pseudocyst
10015674	Pancreatic Diseases
10015674	Sphincter of Oddi Dysfunction
10015674	Shwachman syndrome
10015674	Annular pancreas
10015674	Johanson Blizzard syndrome
10015674	Pancreatitis
10015674	"Pancreatitis, Chronic"
10015674	"Pancreatitis, Acute Necrotizing"
10015674	Hereditary pancreatitis
10015674	"Pancreatitis, Alcoholic"
10062915	Drug Interactions
10039628	Psychotic Disorders
10039628	"Schizophrenia, Paranoid"
10040480	"Sexual Dysfunctions, Psychological"
10036958	Prostatic Diseases
10036958	Prostatism
10036958	Prostatic Hyperplasia
10036958	Prostatic Neoplasms
10024324	Leukemia
10038595	Ovarian Cysts
10038595	Ovarian Fibromata
10038595	Hemangioma
10038595	Leiomyoma
10012221	Confusion
10012221	Delirium
10029903	"Abortion, Induced"
10029903	Fetal Therapies
10002861	"Stress Disorders, Traumatic"
10011822	Abnormal Karyotype
10011822	Chromosome Banding
10011822	Karyotyping
10011822	Cytogenetic Analysis
10011822	"In Situ Hybridization, Fluorescence"
10038592	Semen Analysis
10038592	Vaginal Smears
10038592	Chorionic Villi Sampling
10005942	"Fractures, Compression"
10005942	"Fractures, Bone"
10005942	"Fractures, Ununited"
10005942	Joint Dislocations
10005942	"Fractures, Multiple"
10005942	"Fractures, Open"
10005942	Osteoporotic Fractures
10005942	"Fractures, Spontaneous"
10005942	"Fractures, Stress"
10005942	Pseudarthrosis
10005942	"Fractures, Comminuted"
10005942	"Fractures, Avulsion"
10005942	"Skull Fracture, Depressed"
10005942	Jaw Fractures
10005942	"Skull Fracture, Basilar"
10005942	Skull Fractures
10005942	Spinal Fractures
10005942	Flail Chest
10005942	Rib Fractures
10005942	Bursitis
10005942	"Epiphyses, Slipped"
10005942	Hemarthrosis
10005942	Rotator Cuff Injuries
10005942	Femoracetabular Impingement
10005942	Ankle Fractures
10005942	Femoral Neck Fractures
10005942	Femoral Fractures
10019190	Apicoectomy
10019190	Dental Impression Technique
10019190	Dental Care
10019190	Gingivectomy
10019190	Alveoloplasty
10019190	Tooth Extraction
10019190	Dental Implantation
10019190	Vestibuloplasty
10019190	Crown Lengthening
10019190	Occlusal Adjustment
10019190	Rhytidoplasty
10019190	Orthognathic Surgical Procedures
10019190	Cochlear Implantation
10019190	Laryngoplasty
10019190	Laryngectomy
10025321	"Lymphoma, T-Cell"
10002252	"Arthritis, Reactive"
10002252	"Hepatitis, Chronic"
10002252	"Encephalitis, Varicella Zoster"
10002252	Guillain-Barre Syndrome
10002252	Mucocutaneous Lymph Node Syndrome
10002252	Keratosis
10002252	Postpoliomyelitis Syndrome
10002252	"Neuralgia, Postherpetic"
10002252	Reye Syndrome
10002252	Rheumatic Fever
10002252	Exanthema Subitum
10002252	Stevens-Johnson Syndrome
10002252	Subacute Sclerosing Panencephalitis
10002252	Chorea
10002252	"Thyroiditis, Subacute"
10002252	Rheumatic Heart Disease
10002252	Pediatric Autoimmune Neuropsychiatric Disorders Associated with Streptococcal infections
10002252	Malacoplakia
10002252	Foodborne Diseases
10002252	Cross Infection
10002252	Sexually Transmitted Diseases
10002252	"Infectious Disease Transmission, Vertical"
10002252	Community-Acquired Infections
10002252	Tick Paralysis
10006295	Mastectomy
10053172	Fatal Outcome
10018073	Inflammation
10002086	"Anemia, Iron-Deficiency"
10002086	"Anemia, Pernicious"
10002086	Anemia
10002086	"Anemia, Macrocytic"
10002086	"Anemia, Megaloblastic"
10002086	"Anemia, Neonatal"
10002086	Babesiosis
10002086	"Anemia, Hypochromic"
10002086	Malaria
10002086	Iron-Refractory Iron Deficiency Anemia
10002086	"Anemia, Sideroblastic"
10002086	"Sprue, Tropical"
10002086	"Anemia, Myelophthisic"
10002086	"Red-Cell Aplasia, Pure"
10002086	"Anemia, Aplastic"
10002086	Pancytopenia
10002086	Dubowitz syndrome
10002086	Dyskeratosis Congenita
10002086	Aase Smith syndrome 2
10002086	Shwachman syndrome
10002086	"Anemia, Dyserythropoietic, Congenital"
10014412	Diabetes Insipidus
10014412	"Diabetes Insipidus, Nephrogenic"
10014412	Inappropriate ADH Syndrome
10014412	Tumor Lysis Syndrome
10014412	Bartter Syndrome
10014412	Gitelman Syndrome
10014412	Apparent mineralocorticoid excess
10014412	Polydipsia
10014412	"Polydipsia, Psychogenic"
10014412	Hyperkalemia
10014412	Hypokalemia
10014412	Hyperaldosteronism
10014412	Hypernatremia
10014412	Hyponatremia
10014412	Liddle Syndrome
10014412	Dehydration
10014412	Hypovolemia
10014412	"Shock, Hemorrhagic"
10014412	Edema
10014412	Water Intoxication
10017987	Pancreatic Cyst
10017987	Peutz-Jeghers Syndrome
10017987	Intestinal Polyps
10017987	Mesenteric Cyst
10017987	Gingival Diseases
10017987	Cementoma
10017987	Odontogenic Cysts
10017987	Ameloblastoma
10017987	Adenolymphoma
10017987	"Leukokeratosis, Hereditary Mucosal"
10017987	"Adenoma, Pleomorphic"
10017987	"Polyposis, Gastric"
10017987	Esophageal Cyst
10018851	Blood Cell Count
10018851	Blood Grouping and Crossmatching
10018851	Coombs Test
10018851	Partial Thromboplastin Time
10018851	Bleeding Time
10018851	Capillary Permeability
10018851	Clot Retraction
10000546	Acromegaly
10000546	Addison Disease
10000546	Adrenal Insufficiency
10000546	Congenital Hypothyroidism
10000546	Cushing Syndrome
10000546	Goiter
10000546	Adrenocortical Hyperfunction
10000546	Hyperbilirubinemia
10000546	"Hyperbilirubinemia, Neonatal"
10000546	Hyperthyroidism
10000546	Hypoaldosteronism
10000546	Hypothyroidism
10000546	Hyperamylasemia
10000546	Refeeding Syndrome
10000546	Thyroid Crisis
10000546	Enzyme Induction
10000546	Hyperoxaluria
10000546	Metabolic Syndrome
10000546	Mitochondrial cytopathy
10000546	Cell Death
10000546	Phagocytosis
10000546	Apoptosis
10014067	Feeding and Eating Disorders
10017943	Digestive System Fistula
10047843	Hypercalcemia
10047843	Blood Volume
10047438	Coxsackievirus Infections
10047438	Cytomegalovirus Infections
10047438	Echovirus Infections
10047438	Epstein-Barr Virus Infections
10047438	Herpesviridae Infections
10047438	Molluscum Contagiosum
10047438	Prion Diseases
10047438	Rabies
10047438	Retroviridae Infections
10047438	Flavivirus Infections
10047438	Polyomavirus Infections
10027529	Blood Bactericidal Activity
10027529	Blood Culture
10021112	Hyperpituitarism
10021112	Pituitary Neoplasms
10021112	Pituitary Diseases
10014713	Adrenal Gland Neoplasms
10014713	Carcinoid Tumor
10014713	Multiple Endocrine Neoplasia
10019809	Liver Function Tests
10007593	Cardiac Resynchronization Therapy
10007593	Transcatheter Aortic Valve Replacement
10007593	Norwood Procedures
10007593	Arterial Switch Operation
10007593	Fontan Procedure
10007593	Electric Countershock
10007593	Heart Transplantation
10007593	Pericardiectomy
10007593	Cardiac Rehabilitation
10007593	"Heart Arrest, Induced"
10007593	Heart-Lung Transplantation
10007593	Heart Massage
10007593	Catheter Ablation
10007593	Cardiac Surgical Procedures
10007593	Cardiopulmonary Bypass
10027664	Fetal Alcohol Spectrum Disorders
10027664	Warfarin syndrome
10027664	Isotretinoin embryopathy like syndrome
10027664	Congenital Abnormalities
10027664	"Twins, Conjoined"
10027664	"Amyloidosis, Familial"
10027664	"Angioedemas, Hereditary"
10027664	"Amyloid Neuropathies, Familial"
10027664	Menkes Kinky Hair Syndrome
10027664	"Abnormalities, Multiple"
10027664	Progeria
10027664	Teratogenesis
10027664	Spina Bifida Occulta
10027664	Neurocutaneous Syndromes
10027664	Keratitis-Ichthyosis-Deafness Syndrome
10027664	"Nuchal bleb, familial"
10027664	McKusick Kaufman syndrome
10027664	Hamartoma
10027664	"Genetic Diseases, Inborn"
10027664	Young Syndrome
10027664	CHARGE Syndrome
10027664	VACTERL association
10027664	Heterotaxy Syndrome
10027664	Blau syndrome
10027664	Barakat syndrome
10027664	Carney Complex
10027664	Pallister Killian syndrome
10027664	Tuberous Sclerosis
10014623	Brain Diseases
10017969	Colitis
10017969	"Colitis, Ischemic"
10017969	"Colitis, Ulcerative"
10017969	Crohn Disease
10017969	Inflammatory Bowel Diseases
10017969	"Colitis, Microscopic"
10017969	Gastritis
10017969	"Gastritis, Hypertrophic"
10017969	Duodenitis
10017969	Enteritis
10017969	Enterocolitis
10017969	Eosinophilic enteropathy
10017969	Pouchitis
10017969	"Panniculitis, Peritoneal"
10017969	Mastocytic enterocolitis
10017969	Autoimmune enteropathy
10017969	Proctitis
10017969	Esophagitis
10017969	Eosinophilic Esophagitis
10046590	Albuminuria
10046590	Alkaptonuria
10046590	Bacteriuria
10046590	Cystinuria
10046590	Fructosuria
10046590	Glycosuria
10046590	Hematuria
10046590	Hemoglobinuria
10046590	Homocystinuria
10046590	Hypercalciuria
10046590	Hyperoxaluria
10046590	Ketosis
10046590	Myoglobinuria
10046590	"Hemoglobinuria, Paroxysmal"
10046590	Phenylketonurias
10046590	Proteinuria
10046590	Pyuria
10046590	Dysuria
10046590	Enuresis
10046590	Urination Disorders
10046590	"Urinary Incontinence, Urge"
10046590	Urinary Incontinence
10046590	Urinary Retention
10046590	"Urinary Incontinence, Stress"
10046590	Lower Urinary Tract Symptoms
10046590	Flank Pain
10046590	Nocturia
10046590	Pelvic Pain
10046590	Polyuria
10046590	Prostatism
10046590	Renal Colic
10038365	Cystostomy
10038365	Cystectomy
10038365	Renal Dialysis
10038365	Nephrectomy
10038365	Peritoneal Dialysis
10038365	Kidney Transplantation
10038365	Nephrotomy
10038365	Nephroureterectomy
10038365	Renal Replacement Therapy
10038365	Urinary Catheterization
10038608	"Polythelia, Familial"
10038608	"Hymen, Imperforate"
10038608	"46, XX Disorders of Sex Development"
10038608	Uterine Anomalies
10038608	Mullerian aplasia
10038608	Hereditary leiomyomatosis and renal cell cancer
10038608	Anorchia
10038608	Cryptorchidism
10038608	Epispadias
10038608	Testicular Hydrocele
10038608	Hypospadias
10038608	"Disorder of Sex Development, 46,XY"
10038608	"Puberty, Precocious"
10038608	Sertoli Cell-Only Syndrome
10038608	Penoscrotal transposition
10038608	Frasier Syndrome
10038608	Persistent Mullerian duct syndrome
10038608	Disorders of Sex Development
10038608	Androgen-Insensitivity Syndrome
