"HLGT"	"gene"	"mesh_tr"	"HLGT_N"	"mesh_N"	"intersect_N"	"flag"
"thyroid gland disorders"	"TBXA2R"	"Receptors, Thromboxane A2, Prostaglandin H2"	"144038"	"592"	"0"	FALSE
"thyroid gland disorders"	"OPRM1"	"Receptors, Opioid, mu"	"144038"	"8769"	"2"	FALSE
"thyroid gland disorders"	"SLC6A2"	"Norepinephrine Plasma Membrane Transport Proteins"	"144038"	"1388"	"0"	FALSE
"thyroid gland disorders"	"SLC6A4"	"Serotonin Plasma Membrane Transport Proteins"	"144038"	"6470"	"7"	FALSE
"thyroid gland disorders"	"DRD1"	"Receptors, Dopamine D1"	"144038"	"7121"	"8"	FALSE
"thyroid gland disorders"	"HRH1"	"Receptors, Histamine H1"	"144038"	"2208"	"3"	FALSE
"anterior eye structural change, deposit and degeneration"	"AR"	"Receptors, Androgen"	"75040"	"14984"	"3"	FALSE
"anterior eye structural change, deposit and degeneration"	"NR3C1"	"Receptors, Glucocorticoid"	"75040"	"12736"	"12"	TRUE
"anterior eye structural change, deposit and degeneration"	"HTR3A"	"Receptors, Serotonin, 5-HT3"	"75040"	"1657"	"0"	FALSE
"anterior eye structural change, deposit and degeneration"	"PDE3A"	"Cyclic Nucleotide Phosphodiesterases, Type 3"	"75040"	"855"	"0"	TRUE
"anterior eye structural change, deposit and degeneration"	"PTGS2"	"Cyclooxygenase 2"	"75040"	"22509"	"33"	FALSE
"anterior eye structural change, deposit and degeneration"	"PDE4D"	"Cyclic Nucleotide Phosphodiesterases, Type 4"	"75040"	"1839"	"1"	FALSE
"anterior eye structural change, deposit and degeneration"	"ADRA1A"	"Receptors, Adrenergic, alpha-1"	"75040"	"3624"	"0"	FALSE
"anterior eye structural change, deposit and degeneration"	"KCNH2"	"ERG1 Potassium Channel"	"75040"	"1772"	"0"	FALSE
"anterior eye structural change, deposit and degeneration"	"SLC29A1"	"Equilibrative Nucleoside Transporter 1"	"75040"	"480"	"0"	FALSE
"anterior eye structural change, deposit and degeneration"	"HTR2A"	"Receptor, Serotonin, 5-HT2A"	"75040"	"3015"	"0"	FALSE
"anterior eye structural change, deposit and degeneration"	"SCN5A"	"NAV1.5 Voltage-Gated Sodium Channel"	"75040"	"1523"	"0"	FALSE
"anterior eye structural change, deposit and degeneration"	"ABCB11"	"ATP Binding Cassette Transporter, Subfamily B, Member 11"	"75040"	"554"	"0"	FALSE
"anterior eye structural change, deposit and degeneration"	"MAOA"	"Monoamine Oxidase"	"75040"	"11015"	"3"	FALSE
"anterior eye structural change, deposit and degeneration"	"PGR"	"Receptors, Progesterone"	"75040"	"18606"	"7"	TRUE
"anterior eye structural change, deposit and degeneration"	"ADRB2"	"Receptors, Adrenergic, beta-2"	"75040"	"4272"	"1"	FALSE
"anterior eye structural change, deposit and degeneration"	"GABRA1"	"Receptors, GABA-A"	"75040"	"18704"	"1"	FALSE
"anterior eye structural change, deposit and degeneration"	"HTR2B"	"Receptor, Serotonin, 5-HT2B"	"75040"	"424"	"0"	FALSE
"anterior eye structural change, deposit and degeneration"	"AGTR1"	"Receptor, Angiotensin, Type 1"	"75040"	"6781"	"0"	FALSE
"anterior eye structural change, deposit and degeneration"	"ADORA3"	"Receptor, Adenosine A3"	"75040"	"746"	"2"	FALSE
"anterior eye structural change, deposit and degeneration"	"KDR"	"Vascular Endothelial Growth Factor Receptor-2"	"75040"	"6442"	"9"	FALSE
"anterior eye structural change, deposit and degeneration"	"ACHE"	"Acetylcholinesterase"	"75040"	"21600"	"4"	FALSE
"anterior eye structural change, deposit and degeneration"	"CHRM1"	"Receptor, Muscarinic M1"	"75040"	"1272"	"0"	FALSE
"anterior eye structural change, deposit and degeneration"	"GRIN1"	"Receptors, N-Methyl-D-Aspartate"	"75040"	"26904"	"2"	FALSE
"anterior eye structural change, deposit and degeneration"	"SLC6A3"	"Dopamine Plasma Membrane Transport Proteins"	"75040"	"5639"	"5"	FALSE
"anterior eye structural change, deposit and degeneration"	"ADRA2A"	"Receptors, Adrenergic, alpha-2"	"75040"	"3568"	"0"	FALSE
"anterior eye structural change, deposit and degeneration"	"CNR1"	"Receptor, Cannabinoid, CB1"	"75040"	"5259"	"2"	FALSE
"anterior eye structural change, deposit and degeneration"	"ADORA1"	"Receptor, Adenosine A1"	"75040"	"1347"	"0"	FALSE
"anterior eye structural change, deposit and degeneration"	"EDNRB"	"Receptor, Endothelin B"	"75040"	"2261"	"0"	FALSE
"anterior eye structural change, deposit and degeneration"	"EDNRA"	"Receptor, Endothelin A"	"75040"	"2741"	"0"	FALSE
"anterior eye structural change, deposit and degeneration"	"ADORA2A"	"Receptor, Adenosine A2A"	"75040"	"2325"	"0"	FALSE
"anterior eye structural change, deposit and degeneration"	"NTSR1"	"Receptors, Neurotensin"	"75040"	"1049"	"1"	FALSE
"anterior eye structural change, deposit and degeneration"	"OPRD1"	"Receptors, Opioid, delta"	"75040"	"4485"	"0"	FALSE
"anterior eye structural change, deposit and degeneration"	"ESR1"	"Receptors, Estrogen"	"75040"	"48067"	"17"	FALSE
"anterior eye structural change, deposit and degeneration"	"TBXA2R"	"Receptors, Thromboxane A2, Prostaglandin H2"	"75040"	"592"	"1"	FALSE
"anterior eye structural change, deposit and degeneration"	"OPRM1"	"Receptors, Opioid, mu"	"75040"	"8769"	"0"	FALSE
"anterior eye structural change, deposit and degeneration"	"SLC6A2"	"Norepinephrine Plasma Membrane Transport Proteins"	"75040"	"1388"	"0"	FALSE
"anterior eye structural change, deposit and degeneration"	"SLC6A4"	"Serotonin Plasma Membrane Transport Proteins"	"75040"	"6470"	"3"	FALSE
"anterior eye structural change, deposit and degeneration"	"DRD1"	"Receptors, Dopamine D1"	"75040"	"7121"	"1"	FALSE
"anterior eye structural change, deposit and degeneration"	"HRH1"	"Receptors, Histamine H1"	"75040"	"2208"	"8"	FALSE
"eye disorders nec"	"AR"	"Receptors, Androgen"	"0"	"14984"	"0"	FALSE
"eye disorders nec"	"NR3C1"	"Receptors, Glucocorticoid"	"0"	"12736"	"0"	FALSE
"eye disorders nec"	"HTR3A"	"Receptors, Serotonin, 5-HT3"	"0"	"1657"	"0"	FALSE
"eye disorders nec"	"PDE3A"	"Cyclic Nucleotide Phosphodiesterases, Type 3"	"0"	"855"	"0"	FALSE
"eye disorders nec"	"PTGS2"	"Cyclooxygenase 2"	"0"	"22509"	"0"	FALSE
"eye disorders nec"	"PDE4D"	"Cyclic Nucleotide Phosphodiesterases, Type 4"	"0"	"1839"	"0"	FALSE
"eye disorders nec"	"ADRA1A"	"Receptors, Adrenergic, alpha-1"	"0"	"3624"	"0"	FALSE
"eye disorders nec"	"KCNH2"	"ERG1 Potassium Channel"	"0"	"1772"	"0"	FALSE
"eye disorders nec"	"SLC29A1"	"Equilibrative Nucleoside Transporter 1"	"0"	"480"	"0"	FALSE
"eye disorders nec"	"HTR2A"	"Receptor, Serotonin, 5-HT2A"	"0"	"3015"	"0"	FALSE
"eye disorders nec"	"SCN5A"	"NAV1.5 Voltage-Gated Sodium Channel"	"0"	"1523"	"0"	FALSE
"eye disorders nec"	"ABCB11"	"ATP Binding Cassette Transporter, Subfamily B, Member 11"	"0"	"554"	"0"	FALSE
"eye disorders nec"	"MAOA"	"Monoamine Oxidase"	"0"	"11015"	"0"	FALSE
"eye disorders nec"	"PGR"	"Receptors, Progesterone"	"0"	"18606"	"0"	TRUE
"eye disorders nec"	"ADRB2"	"Receptors, Adrenergic, beta-2"	"0"	"4272"	"0"	FALSE
"eye disorders nec"	"GABRA1"	"Receptors, GABA-A"	"0"	"18704"	"0"	FALSE
"eye disorders nec"	"HTR2B"	"Receptor, Serotonin, 5-HT2B"	"0"	"424"	"0"	FALSE
"eye disorders nec"	"AGTR1"	"Receptor, Angiotensin, Type 1"	"0"	"6781"	"0"	FALSE
"eye disorders nec"	"ADORA3"	"Receptor, Adenosine A3"	"0"	"746"	"0"	FALSE
"eye disorders nec"	"KDR"	"Vascular Endothelial Growth Factor Receptor-2"	"0"	"6442"	"0"	FALSE
"eye disorders nec"	"ACHE"	"Acetylcholinesterase"	"0"	"21600"	"0"	FALSE
"eye disorders nec"	"CHRM1"	"Receptor, Muscarinic M1"	"0"	"1272"	"0"	FALSE
"eye disorders nec"	"GRIN1"	"Receptors, N-Methyl-D-Aspartate"	"0"	"26904"	"0"	FALSE
"eye disorders nec"	"SLC6A3"	"Dopamine Plasma Membrane Transport Proteins"	"0"	"5639"	"0"	FALSE
"eye disorders nec"	"ADRA2A"	"Receptors, Adrenergic, alpha-2"	"0"	"3568"	"0"	FALSE
"eye disorders nec"	"CNR1"	"Receptor, Cannabinoid, CB1"	"0"	"5259"	"0"	FALSE
"eye disorders nec"	"ADORA1"	"Receptor, Adenosine A1"	"0"	"1347"	"0"	FALSE
"eye disorders nec"	"EDNRB"	"Receptor, Endothelin B"	"0"	"2261"	"0"	FALSE
"eye disorders nec"	"EDNRA"	"Receptor, Endothelin A"	"0"	"2741"	"0"	FALSE
"eye disorders nec"	"ADORA2A"	"Receptor, Adenosine A2A"	"0"	"2325"	"0"	FALSE
"eye disorders nec"	"NTSR1"	"Receptors, Neurotensin"	"0"	"1049"	"0"	FALSE
"eye disorders nec"	"OPRD1"	"Receptors, Opioid, delta"	"0"	"4485"	"0"	FALSE
"eye disorders nec"	"ESR1"	"Receptors, Estrogen"	"0"	"48067"	"0"	FALSE
"eye disorders nec"	"TBXA2R"	"Receptors, Thromboxane A2, Prostaglandin H2"	"0"	"592"	"0"	FALSE
"eye disorders nec"	"OPRM1"	"Receptors, Opioid, mu"	"0"	"8769"	"0"	FALSE
"eye disorders nec"	"SLC6A2"	"Norepinephrine Plasma Membrane Transport Proteins"	"0"	"1388"	"0"	FALSE
"eye disorders nec"	"SLC6A4"	"Serotonin Plasma Membrane Transport Proteins"	"0"	"6470"	"0"	FALSE
"eye disorders nec"	"DRD1"	"Receptors, Dopamine D1"	"0"	"7121"	"0"	FALSE
"eye disorders nec"	"HRH1"	"Receptors, Histamine H1"	"0"	"2208"	"0"	FALSE
"glaucoma and ocular hypertension"	"AR"	"Receptors, Androgen"	"592"	"14984"	"0"	FALSE
"glaucoma and ocular hypertension"	"NR3C1"	"Receptors, Glucocorticoid"	"592"	"12736"	"0"	FALSE
"glaucoma and ocular hypertension"	"HTR3A"	"Receptors, Serotonin, 5-HT3"	"592"	"1657"	"0"	FALSE
"glaucoma and ocular hypertension"	"PDE3A"	"Cyclic Nucleotide Phosphodiesterases, Type 3"	"592"	"855"	"0"	FALSE
"glaucoma and ocular hypertension"	"PTGS2"	"Cyclooxygenase 2"	"592"	"22509"	"0"	FALSE
"glaucoma and ocular hypertension"	"PDE4D"	"Cyclic Nucleotide Phosphodiesterases, Type 4"	"592"	"1839"	"0"	FALSE
"glaucoma and ocular hypertension"	"ADRA1A"	"Receptors, Adrenergic, alpha-1"	"592"	"3624"	"0"	FALSE
"glaucoma and ocular hypertension"	"KCNH2"	"ERG1 Potassium Channel"	"592"	"1772"	"0"	FALSE
"glaucoma and ocular hypertension"	"SLC29A1"	"Equilibrative Nucleoside Transporter 1"	"592"	"480"	"0"	FALSE
"glaucoma and ocular hypertension"	"HTR2A"	"Receptor, Serotonin, 5-HT2A"	"592"	"3015"	"0"	FALSE
"glaucoma and ocular hypertension"	"SCN5A"	"NAV1.5 Voltage-Gated Sodium Channel"	"592"	"1523"	"0"	FALSE
"glaucoma and ocular hypertension"	"ABCB11"	"ATP Binding Cassette Transporter, Subfamily B, Member 11"	"592"	"554"	"0"	FALSE
"glaucoma and ocular hypertension"	"MAOA"	"Monoamine Oxidase"	"592"	"11015"	"0"	FALSE
"glaucoma and ocular hypertension"	"PGR"	"Receptors, Progesterone"	"592"	"18606"	"0"	FALSE
"glaucoma and ocular hypertension"	"ADRB2"	"Receptors, Adrenergic, beta-2"	"592"	"4272"	"1"	TRUE
"glaucoma and ocular hypertension"	"GABRA1"	"Receptors, GABA-A"	"592"	"18704"	"0"	FALSE
"glaucoma and ocular hypertension"	"HTR2B"	"Receptor, Serotonin, 5-HT2B"	"592"	"424"	"0"	FALSE
"glaucoma and ocular hypertension"	"AGTR1"	"Receptor, Angiotensin, Type 1"	"592"	"6781"	"0"	FALSE
"glaucoma and ocular hypertension"	"ADORA3"	"Receptor, Adenosine A3"	"592"	"746"	"0"	FALSE
"glaucoma and ocular hypertension"	"KDR"	"Vascular Endothelial Growth Factor Receptor-2"	"592"	"6442"	"1"	FALSE
"glaucoma and ocular hypertension"	"ACHE"	"Acetylcholinesterase"	"592"	"21600"	"0"	FALSE
"glaucoma and ocular hypertension"	"CHRM1"	"Receptor, Muscarinic M1"	"592"	"1272"	"0"	FALSE
"glaucoma and ocular hypertension"	"GRIN1"	"Receptors, N-Methyl-D-Aspartate"	"592"	"26904"	"0"	FALSE
"glaucoma and ocular hypertension"	"SLC6A3"	"Dopamine Plasma Membrane Transport Proteins"	"592"	"5639"	"0"	FALSE
"glaucoma and ocular hypertension"	"ADRA2A"	"Receptors, Adrenergic, alpha-2"	"592"	"3568"	"0"	FALSE
"glaucoma and ocular hypertension"	"CNR1"	"Receptor, Cannabinoid, CB1"	"592"	"5259"	"0"	FALSE
"glaucoma and ocular hypertension"	"ADORA1"	"Receptor, Adenosine A1"	"592"	"1347"	"0"	FALSE
"glaucoma and ocular hypertension"	"EDNRB"	"Receptor, Endothelin B"	"592"	"2261"	"0"	FALSE
"glaucoma and ocular hypertension"	"EDNRA"	"Receptor, Endothelin A"	"592"	"2741"	"0"	FALSE
"glaucoma and ocular hypertension"	"ADORA2A"	"Receptor, Adenosine A2A"	"592"	"2325"	"0"	FALSE
"glaucoma and ocular hypertension"	"NTSR1"	"Receptors, Neurotensin"	"592"	"1049"	"0"	FALSE
"glaucoma and ocular hypertension"	"OPRD1"	"Receptors, Opioid, delta"	"592"	"4485"	"0"	FALSE
"glaucoma and ocular hypertension"	"ESR1"	"Receptors, Estrogen"	"592"	"48067"	"0"	FALSE
"glaucoma and ocular hypertension"	"TBXA2R"	"Receptors, Thromboxane A2, Prostaglandin H2"	"592"	"592"	"0"	FALSE
"glaucoma and ocular hypertension"	"OPRM1"	"Receptors, Opioid, mu"	"592"	"8769"	"0"	FALSE
"glaucoma and ocular hypertension"	"SLC6A2"	"Norepinephrine Plasma Membrane Transport Proteins"	"592"	"1388"	"0"	FALSE
"glaucoma and ocular hypertension"	"SLC6A4"	"Serotonin Plasma Membrane Transport Proteins"	"592"	"6470"	"0"	FALSE
"glaucoma and ocular hypertension"	"DRD1"	"Receptors, Dopamine D1"	"592"	"7121"	"0"	FALSE
"glaucoma and ocular hypertension"	"HRH1"	"Receptors, Histamine H1"	"592"	"2208"	"0"	FALSE
"ocular infections, irritations and inflammations"	"AR"	"Receptors, Androgen"	"76783"	"14984"	"2"	FALSE
"ocular infections, irritations and inflammations"	"NR3C1"	"Receptors, Glucocorticoid"	"76783"	"12736"	"17"	FALSE
"ocular infections, irritations and inflammations"	"HTR3A"	"Receptors, Serotonin, 5-HT3"	"76783"	"1657"	"0"	FALSE
"ocular infections, irritations and inflammations"	"PDE3A"	"Cyclic Nucleotide Phosphodiesterases, Type 3"	"76783"	"855"	"0"	FALSE
"ocular infections, irritations and inflammations"	"PTGS2"	"Cyclooxygenase 2"	"76783"	"22509"	"51"	FALSE
"ocular infections, irritations and inflammations"	"PDE4D"	"Cyclic Nucleotide Phosphodiesterases, Type 4"	"76783"	"1839"	"4"	FALSE
"ocular infections, irritations and inflammations"	"ADRA1A"	"Receptors, Adrenergic, alpha-1"	"76783"	"3624"	"0"	FALSE
"ocular infections, irritations and inflammations"	"KCNH2"	"ERG1 Potassium Channel"	"76783"	"1772"	"0"	FALSE
"ocular infections, irritations and inflammations"	"SLC29A1"	"Equilibrative Nucleoside Transporter 1"	"76783"	"480"	"0"	FALSE
"ocular infections, irritations and inflammations"	"HTR2A"	"Receptor, Serotonin, 5-HT2A"	"76783"	"3015"	"0"	FALSE
"ocular infections, irritations and inflammations"	"SCN5A"	"NAV1.5 Voltage-Gated Sodium Channel"	"76783"	"1523"	"0"	FALSE
"ocular infections, irritations and inflammations"	"ABCB11"	"ATP Binding Cassette Transporter, Subfamily B, Member 11"	"76783"	"554"	"0"	FALSE
"ocular infections, irritations and inflammations"	"MAOA"	"Monoamine Oxidase"	"76783"	"11015"	"2"	FALSE
"ocular infections, irritations and inflammations"	"PGR"	"Receptors, Progesterone"	"76783"	"18606"	"2"	TRUE
"ocular infections, irritations and inflammations"	"ADRB2"	"Receptors, Adrenergic, beta-2"	"76783"	"4272"	"6"	FALSE
"ocular infections, irritations and inflammations"	"GABRA1"	"Receptors, GABA-A"	"76783"	"18704"	"0"	FALSE
"ocular infections, irritations and inflammations"	"HTR2B"	"Receptor, Serotonin, 5-HT2B"	"76783"	"424"	"0"	FALSE
"ocular infections, irritations and inflammations"	"AGTR1"	"Receptor, Angiotensin, Type 1"	"76783"	"6781"	"2"	FALSE
"ocular infections, irritations and inflammations"	"ADORA3"	"Receptor, Adenosine A3"	"76783"	"746"	"2"	FALSE
"ocular infections, irritations and inflammations"	"KDR"	"Vascular Endothelial Growth Factor Receptor-2"	"76783"	"6442"	"10"	FALSE
"ocular infections, irritations and inflammations"	"ACHE"	"Acetylcholinesterase"	"76783"	"21600"	"7"	FALSE
"ocular infections, irritations and inflammations"	"CHRM1"	"Receptor, Muscarinic M1"	"76783"	"1272"	"0"	FALSE
"ocular infections, irritations and inflammations"	"GRIN1"	"Receptors, N-Methyl-D-Aspartate"	"76783"	"26904"	"3"	FALSE
"ocular infections, irritations and inflammations"	"SLC6A3"	"Dopamine Plasma Membrane Transport Proteins"	"76783"	"5639"	"0"	FALSE
"ocular infections, irritations and inflammations"	"ADRA2A"	"Receptors, Adrenergic, alpha-2"	"76783"	"3568"	"1"	FALSE
"ocular infections, irritations and inflammations"	"CNR1"	"Receptor, Cannabinoid, CB1"	"76783"	"5259"	"1"	FALSE
"ocular infections, irritations and inflammations"	"ADORA1"	"Receptor, Adenosine A1"	"76783"	"1347"	"0"	FALSE
"ocular infections, irritations and inflammations"	"EDNRB"	"Receptor, Endothelin B"	"76783"	"2261"	"0"	FALSE
"ocular infections, irritations and inflammations"	"EDNRA"	"Receptor, Endothelin A"	"76783"	"2741"	"0"	FALSE
"ocular infections, irritations and inflammations"	"ADORA2A"	"Receptor, Adenosine A2A"	"76783"	"2325"	"2"	FALSE
"ocular infections, irritations and inflammations"	"NTSR1"	"Receptors, Neurotensin"	"76783"	"1049"	"0"	FALSE
"ocular infections, irritations and inflammations"	"OPRD1"	"Receptors, Opioid, delta"	"76783"	"4485"	"0"	FALSE
"ocular infections, irritations and inflammations"	"ESR1"	"Receptors, Estrogen"	"76783"	"48067"	"5"	FALSE
"ocular infections, irritations and inflammations"	"TBXA2R"	"Receptors, Thromboxane A2, Prostaglandin H2"	"76783"	"592"	"4"	FALSE
"ocular infections, irritations and inflammations"	"OPRM1"	"Receptors, Opioid, mu"	"76783"	"8769"	"0"	FALSE
"ocular infections, irritations and inflammations"	"SLC6A2"	"Norepinephrine Plasma Membrane Transport Proteins"	"76783"	"1388"	"0"	FALSE
"ocular infections, irritations and inflammations"	"SLC6A4"	"Serotonin Plasma Membrane Transport Proteins"	"76783"	"6470"	"0"	FALSE
"ocular infections, irritations and inflammations"	"DRD1"	"Receptors, Dopamine D1"	"76783"	"7121"	"3"	FALSE
"ocular infections, irritations and inflammations"	"HRH1"	"Receptors, Histamine H1"	"76783"	"2208"	"20"	FALSE
"ocular neuromuscular disorders"	"AR"	"Receptors, Androgen"	"4694"	"14984"	"0"	FALSE
"ocular neuromuscular disorders"	"NR3C1"	"Receptors, Glucocorticoid"	"4694"	"12736"	"0"	FALSE
"ocular neuromuscular disorders"	"HTR3A"	"Receptors, Serotonin, 5-HT3"	"4694"	"1657"	"0"	TRUE
"ocular neuromuscular disorders"	"PDE3A"	"Cyclic Nucleotide Phosphodiesterases, Type 3"	"4694"	"855"	"0"	FALSE
"ocular neuromuscular disorders"	"PTGS2"	"Cyclooxygenase 2"	"4694"	"22509"	"0"	FALSE
"ocular neuromuscular disorders"	"PDE4D"	"Cyclic Nucleotide Phosphodiesterases, Type 4"	"4694"	"1839"	"0"	FALSE
"ocular neuromuscular disorders"	"ADRA1A"	"Receptors, Adrenergic, alpha-1"	"4694"	"3624"	"2"	FALSE
"ocular neuromuscular disorders"	"KCNH2"	"ERG1 Potassium Channel"	"4694"	"1772"	"0"	FALSE
"ocular neuromuscular disorders"	"SLC29A1"	"Equilibrative Nucleoside Transporter 1"	"4694"	"480"	"0"	FALSE
"ocular neuromuscular disorders"	"HTR2A"	"Receptor, Serotonin, 5-HT2A"	"4694"	"3015"	"0"	FALSE
"ocular neuromuscular disorders"	"SCN5A"	"NAV1.5 Voltage-Gated Sodium Channel"	"4694"	"1523"	"0"	FALSE
"ocular neuromuscular disorders"	"ABCB11"	"ATP Binding Cassette Transporter, Subfamily B, Member 11"	"4694"	"554"	"0"	FALSE
"ocular neuromuscular disorders"	"MAOA"	"Monoamine Oxidase"	"4694"	"11015"	"0"	FALSE
"ocular neuromuscular disorders"	"PGR"	"Receptors, Progesterone"	"4694"	"18606"	"1"	FALSE
"ocular neuromuscular disorders"	"ADRB2"	"Receptors, Adrenergic, beta-2"	"4694"	"4272"	"0"	FALSE
"ocular neuromuscular disorders"	"GABRA1"	"Receptors, GABA-A"	"4694"	"18704"	"1"	TRUE
"ocular neuromuscular disorders"	"HTR2B"	"Receptor, Serotonin, 5-HT2B"	"4694"	"424"	"0"	FALSE
"ocular neuromuscular disorders"	"AGTR1"	"Receptor, Angiotensin, Type 1"	"4694"	"6781"	"0"	FALSE
"ocular neuromuscular disorders"	"ADORA3"	"Receptor, Adenosine A3"	"4694"	"746"	"0"	FALSE
"ocular neuromuscular disorders"	"KDR"	"Vascular Endothelial Growth Factor Receptor-2"	"4694"	"6442"	"0"	FALSE
"ocular neuromuscular disorders"	"ACHE"	"Acetylcholinesterase"	"4694"	"21600"	"10"	FALSE
"ocular neuromuscular disorders"	"CHRM1"	"Receptor, Muscarinic M1"	"4694"	"1272"	"1"	FALSE
"ocular neuromuscular disorders"	"GRIN1"	"Receptors, N-Methyl-D-Aspartate"	"4694"	"26904"	"1"	FALSE
"ocular neuromuscular disorders"	"SLC6A3"	"Dopamine Plasma Membrane Transport Proteins"	"4694"	"5639"	"1"	FALSE
"ocular neuromuscular disorders"	"ADRA2A"	"Receptors, Adrenergic, alpha-2"	"4694"	"3568"	"5"	FALSE
"ocular neuromuscular disorders"	"CNR1"	"Receptor, Cannabinoid, CB1"	"4694"	"5259"	"0"	FALSE
"ocular neuromuscular disorders"	"ADORA1"	"Receptor, Adenosine A1"	"4694"	"1347"	"0"	FALSE
"ocular neuromuscular disorders"	"EDNRB"	"Receptor, Endothelin B"	"4694"	"2261"	"0"	FALSE
"ocular neuromuscular disorders"	"EDNRA"	"Receptor, Endothelin A"	"4694"	"2741"	"0"	FALSE
"ocular neuromuscular disorders"	"ADORA2A"	"Receptor, Adenosine A2A"	"4694"	"2325"	"0"	FALSE
"ocular neuromuscular disorders"	"NTSR1"	"Receptors, Neurotensin"	"4694"	"1049"	"0"	FALSE
"ocular neuromuscular disorders"	"OPRD1"	"Receptors, Opioid, delta"	"4694"	"4485"	"0"	FALSE
"ocular neuromuscular disorders"	"ESR1"	"Receptors, Estrogen"	"4694"	"48067"	"1"	FALSE
"ocular neuromuscular disorders"	"TBXA2R"	"Receptors, Thromboxane A2, Prostaglandin H2"	"4694"	"592"	"0"	FALSE
"ocular neuromuscular disorders"	"OPRM1"	"Receptors, Opioid, mu"	"4694"	"8769"	"9"	FALSE
"ocular neuromuscular disorders"	"SLC6A2"	"Norepinephrine Plasma Membrane Transport Proteins"	"4694"	"1388"	"0"	FALSE
"ocular neuromuscular disorders"	"SLC6A4"	"Serotonin Plasma Membrane Transport Proteins"	"4694"	"6470"	"0"	FALSE
"ocular neuromuscular disorders"	"DRD1"	"Receptors, Dopamine D1"	"4694"	"7121"	"0"	FALSE
"ocular neuromuscular disorders"	"HRH1"	"Receptors, Histamine H1"	"4694"	"2208"	"0"	FALSE
"ocular sensory symptoms nec"	"AR"	"Receptors, Androgen"	"1596"	"14984"	"0"	FALSE
"ocular sensory symptoms nec"	"NR3C1"	"Receptors, Glucocorticoid"	"1596"	"12736"	"0"	FALSE
"ocular sensory symptoms nec"	"HTR3A"	"Receptors, Serotonin, 5-HT3"	"1596"	"1657"	"0"	FALSE
"ocular sensory symptoms nec"	"PDE3A"	"Cyclic Nucleotide Phosphodiesterases, Type 3"	"1596"	"855"	"0"	FALSE
"ocular sensory symptoms nec"	"PTGS2"	"Cyclooxygenase 2"	"1596"	"22509"	"0"	FALSE
"ocular sensory symptoms nec"	"PDE4D"	"Cyclic Nucleotide Phosphodiesterases, Type 4"	"1596"	"1839"	"0"	FALSE
"ocular sensory symptoms nec"	"ADRA1A"	"Receptors, Adrenergic, alpha-1"	"1596"	"3624"	"0"	FALSE
"ocular sensory symptoms nec"	"KCNH2"	"ERG1 Potassium Channel"	"1596"	"1772"	"0"	FALSE
"ocular sensory symptoms nec"	"SLC29A1"	"Equilibrative Nucleoside Transporter 1"	"1596"	"480"	"0"	FALSE
"ocular sensory symptoms nec"	"HTR2A"	"Receptor, Serotonin, 5-HT2A"	"1596"	"3015"	"0"	FALSE
"ocular sensory symptoms nec"	"SCN5A"	"NAV1.5 Voltage-Gated Sodium Channel"	"1596"	"1523"	"0"	FALSE
"ocular sensory symptoms nec"	"ABCB11"	"ATP Binding Cassette Transporter, Subfamily B, Member 11"	"1596"	"554"	"0"	FALSE
"ocular sensory symptoms nec"	"MAOA"	"Monoamine Oxidase"	"1596"	"11015"	"1"	FALSE
"ocular sensory symptoms nec"	"PGR"	"Receptors, Progesterone"	"1596"	"18606"	"0"	TRUE
"ocular sensory symptoms nec"	"ADRB2"	"Receptors, Adrenergic, beta-2"	"1596"	"4272"	"0"	FALSE
"ocular sensory symptoms nec"	"GABRA1"	"Receptors, GABA-A"	"1596"	"18704"	"0"	FALSE
"ocular sensory symptoms nec"	"HTR2B"	"Receptor, Serotonin, 5-HT2B"	"1596"	"424"	"0"	FALSE
"ocular sensory symptoms nec"	"AGTR1"	"Receptor, Angiotensin, Type 1"	"1596"	"6781"	"0"	FALSE
"ocular sensory symptoms nec"	"ADORA3"	"Receptor, Adenosine A3"	"1596"	"746"	"0"	FALSE
"ocular sensory symptoms nec"	"KDR"	"Vascular Endothelial Growth Factor Receptor-2"	"1596"	"6442"	"0"	FALSE
"ocular sensory symptoms nec"	"ACHE"	"Acetylcholinesterase"	"1596"	"21600"	"0"	FALSE
"ocular sensory symptoms nec"	"CHRM1"	"Receptor, Muscarinic M1"	"1596"	"1272"	"0"	FALSE
"ocular sensory symptoms nec"	"GRIN1"	"Receptors, N-Methyl-D-Aspartate"	"1596"	"26904"	"0"	FALSE
"ocular sensory symptoms nec"	"SLC6A3"	"Dopamine Plasma Membrane Transport Proteins"	"1596"	"5639"	"0"	FALSE
"ocular sensory symptoms nec"	"ADRA2A"	"Receptors, Adrenergic, alpha-2"	"1596"	"3568"	"0"	FALSE
"ocular sensory symptoms nec"	"CNR1"	"Receptor, Cannabinoid, CB1"	"1596"	"5259"	"1"	FALSE
"ocular sensory symptoms nec"	"ADORA1"	"Receptor, Adenosine A1"	"1596"	"1347"	"0"	FALSE
"ocular sensory symptoms nec"	"EDNRB"	"Receptor, Endothelin B"	"1596"	"2261"	"0"	FALSE
"ocular sensory symptoms nec"	"EDNRA"	"Receptor, Endothelin A"	"1596"	"2741"	"0"	FALSE
"ocular sensory symptoms nec"	"ADORA2A"	"Receptor, Adenosine A2A"	"1596"	"2325"	"0"	FALSE
